hs6,name,,,,,,,,,,,,,
340540,Scouring pastes & powders & other scouring preparations;,,,,,,,,,,,,,
340590,"""Polishes & creams",,,,,,,,,,,,,
340600,Candles,,,,,,,,,,,,,
340700,"""Modelling pastes",,,,,,,,,,,,,
350110,Casein;,,,,,,,,,,,,,
350190,"""Caseinates & other casein derivatives; casein glues"";",,,,,,,,,,,,,
350211,Dried egg albumin;,,,,,,,,,,,,,
350219,Egg albumin (excl. dried);,,,,,,,,,,,,,
350220,Milk albumin,,,,,,,,,,,,,
350290,Albumins (including concentrates of two/more whey proteins,,,,,,,,,,,,,
350300,"""Gelatin",,,,,,,,,,,,,
350400,"""Peptones&their derivatives; other protein substances&their derivatives",,,,,,,,,,,,,
350510,Dextrins & other modified starches;,,,,,,,,,,,,,
350520,Glues based on starches/dextrins/other modified starches;,,,,,,,,,,,,,
350610,Products suit. for use as glues/adhesives,,,,,,,,,,,,,
350691,Adhesives based on polymers of 39.01-39.13/based on rubber;,,,,,,,,,,,,,
350699,Prepared glues & other prepared adhesives,,,,,,,,,,,,,
350710,Rennet & concentrates thereof;,,,,,,,,,,,,,
350790,Prepared enzymes,,,,,,,,,,,,,
360100,Propellent powders;,,,,,,,,,,,,,
360200,Prepared explosives (excl. propellent powders);,,,,,,,,,,,,,
360300,"""Safety fuses; detonating fuses; percussion/detonating caps; igniters; elec",,,,,,,,,,,,,
360410,Fireworks;,,,,,,,,,,,,,
360490,Signalling flares,,,,,,,,,,,,,
360500,Matches,,,,,,,,,,,,,
360610,Liquid/liquefied-gas fuels in containters of a kind used for filling/refill,,,,,,,,,,,,,
360690,"""Ferro-cerium & other pyrophoric alloys in all forms; articles of combustib",,,,,,,,,,,,,
370110,Photographic plates & film in the flat,,,,,,,,,,,,,
370120,Instant print film in the flat,,,,,,,,,,,,,
370130,Photographic plates & film in the flat (excl. film for X-rays,,,,,,,,,,,,,
370191,Photographic plates & film in the flat (excl. of 3701.20 & 3701.30),,,,,,,,,,,,,
370199,Photographic plates & film in the flat,,,,,,,,,,,,,
370210,Photographic film in rolls,,,,,,,,,,,,,
370231,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370232,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370239,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370241,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370242,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370243,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370244,Photographic film in rolls ( excl. film for X-ray),,,,,,,,,,,,,
370251,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370252,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370253,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370254,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370255,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370256,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370291,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370293,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370294,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370295,Photographic film in rolls (excl. film for X-rays & instant print film),,,,,,,,,,,,,
370310,Photographic paper,,,,,,,,,,,,,
370320,Photographic paper,,,,,,,,,,,,,
370390,Photographic paper,,,,,,,,,,,,,
370400,Photographic plates,,,,,,,,,,,,,
370510,Photographic plates & film,,,,,,,,,,,,,
370590,Photographic plates & film,,,,,,,,,,,,,
370610,Cinematographic film,,,,,,,,,,,,,
370690,Cinematographic film,,,,,,,,,,,,,
370710,Sensitising emulsions for photog. uses,,,,,,,,,,,,,
370790,"""Chemical preparations for photographic uses (other than varnishes",,,,,,,,,,,,,
380110,Artificial graphite;,,,,,,,,,,,,,
380120,Colloidal/semi-colloidal graphite;,,,,,,,,,,,,,
380130,Carbonaceous pastes for electrodes & similar pastes for furnace linings;,,,,,,,,,,,,,
380190,Preparations based on graphite/other carbon in the form of pastes/blocks/pl,,,,,,,,,,,,,
380210,Activated carbon;,,,,,,,,,,,,,
380290,"""Activated natural mineral products other than of activated carbon; animal ",,,,,,,,,,,,,
380300,Tall oil,,,,,,,,,,,,,
380400,Residual lyes from the manufacture of wood pulp,,,,,,,,,,,,,
380510,Gum/wood/sulphate turpentine oils;,,,,,,,,,,,,,
380590,"""Terpenic oils produced by the distillation/other treatment of coniferous w",,,,,,,,,,,,,
380610,Rosin & resin acids;,,,,,,,,,,,,,
380620,Salts of rosin/resin acids/derivatives of rosin/resin acids (excl. salts of,,,,,,,,,,,,,
380630,Ester gums;,,,,,,,,,,,,,
380690,"""Derivatives of rosin/resin acids (excl. of 3806.2); rosin spirit & rosin o",,,,,,,,,,,,,
380700,"""Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; bre",,,,,,,,,,,,,
380850,Goods specified in Subheading Note 1 to this Ch.;,,,,,,,,,,,,,
380891,Insecticides,,,,,,,,,,,,,
380892,Fungicides,,,,,,,,,,,,,
380893,Herbicides,,,,,,,,,,,,,
380894,Disinfectants,,,,,,,,,,,,,
380899,Rodenticides&other biocides,,,,,,,,,,,,,
380910,Finishing agents,,,,,,,,,,,,,
380991,Finishing agents,,,,,,,,,,,,,
380992,Finishing agents,,,,,,,,,,,,,
380993,Finishing agents,,,,,,,,,,,,,
381010,"""Pickling preparations for metal surfaces; soldering/brazing/welding powder",,,,,,,,,,,,,
381090,"""Fluxes & other auxiliary preparations for soldering/brazing/welding; prepa",,,,,,,,,,,,,
381111,Anti-knock preparations based on lead comps.;,,,,,,,,,,,,,
381119,Anti-knock preparations other than those based on lead comps.;,,,,,,,,,,,,,
381121,Additives for lubricating oils containing petroleum oils/oils obt. from bit,,,,,,,,,,,,,
381129,Additives for lubricating oils (excl. of 3811.21);,,,,,,,,,,,,,
381190,Oxidation inhibitors,,,,,,,,,,,,,
381210,Prepared rubber accelerators;,,,,,,,,,,,,,
381220,Compound plasticisers for rubber/plastics,,,,,,,,,,,,,
381230,Anti-oxidising preparations & other compound stabilisers for rubber/plastic,,,,,,,,,,,,,
381300,"""Preparations & charges for fire-extinguishers; charged fire-extinguishing ",,,,,,,,,,,,,
381400,"""Organic composite solvents & thinners",,,,,,,,,,,,,
381511,Supported catalysts,,,,,,,,,,,,,
381512,Supported catalysts,,,,,,,,,,,,,
381519,Supported catalysts other than those with nickel/nickel comps./precious met,,,,,,,,,,,,,
381590,Reaction initiators,,,,,,,,,,,,,
381600,Refractory cements,,,,,,,,,,,,,
381700,Mixed alkylbenzenes & mixed alkylnaphthalenes (excl. of 27.07/29.02);,,,,,,,,,,,,,
381800,"""Chemical elements doped for use in electronics",,,,,,,,,,,,,
381900,Hydraulic brake fluids & other prepared liquids for hydraulic transmission,,,,,,,,,,,,,
382000,Anti-freezing preparations & prepared de-icing fluids;,,,,,,,,,,,,,
382100,Prepared culture media for the development/maintenance of micro-organisms (,,,,,,,,,,,,,
382200,"""Diagnostic/laboratory reagents on a backing",,,,,,,,,,,,,
382311,Stearic acid;,,,,,,,,,,,,,
382312,Oleic acid;,,,,,,,,,,,,,
382313,Tall oil fatty acids;,,,,,,,,,,,,,
382319,"""Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/t",,,,,,,,,,,,,
382370,Industrial fatty alcohols;,,,,,,,,,,,,,
382410,Prepared binders for foundry moulds/cores;,,,,,,,,,,,,,
382430,Non-agglomerated metal carbides mixed together/with metallic binders;,,,,,,,,,,,,,
382440,Prepared additives for cements/mortars/concretes;,,,,,,,,,,,,,
382450,Non-refractory mortars & concretes;,,,,,,,,,,,,,
382460,Sorbitol other than of 2905.44;,,,,,,,,,,,,,
382471,Mixtures containing chlorofluorocarbons (CFCs),,,,,,,,,,,,,
382472,Mixtures containing bromochlorodifluoromethane,,,,,,,,,,,,,
382473,Mixtures containing hydrobromofluorocarbons (HBFCs);,,,,,,,,,,,,,
382474,Mixtures containing hydrochlorofluorocarbons (HCFCs),,,,,,,,,,,,,
382475,Mixtures containing carbon tetrachloride;,,,,,,,,,,,,,
382476,Mixtures containing 1,,,,,,,,,,,,,
382477,Mixtures containing bromomethane (methyl bromide)/bromochloromethane;,,,,,,,,,,,,,
382478,Mixtures containing perfluorocarbons (PFCs)/hydrofluorocarbons (HFCs),,,,,,,,,,,,,
382479,Mixtures containing halogenated derivatives of methane,,,,,,,,,,,,,
382481,Mixtures&preparations containing oxirane (ethylene oxide);,,,,,,,,,,,,,
382482,Mixtures&preparations containing polychlorinated biphenyls (PCBs),,,,,,,,,,,,,
382483,Mixtures&preparations containing tris(2,,,,,,,,,,,,,
382490,Chemical products&preparations of the chemical/allied industries (including,,,,,,,,,,,,,
382510,Municipal waste;,,,,,,,,,,,,,
382520,Sewage sludge;,,,,,,,,,,,,,
382530,Clinical waste;,,,,,,,,,,,,,
382541,Halogenated waste organic solvents;,,,,,,,,,,,,,
382549,Waste organic solvents other than halogenated waste organic solvents;,,,,,,,,,,,,,
382550,Wastes of metal pickling liquors,,,,,,,,,,,,,
382561,Wastes from chemical/allied industries,,,,,,,,,,,,,
382569,Wastes from chemical/allied industries,,,,,,,,,,,,,
382590,Residual products of the chemical/allied industries,,,,,,,,,,,,,
390110,Polyethylene having a sp.gr. of <0.94,,,,,,,,,,,,,
390120,Polyethylene having a sp.gr. of 0.94/more,,,,,,,,,,,,,
390130,Ethylene-vinyl acetate copolymers,,,,,,,,,,,,,
390190,Polymers of ethylene,,,,,,,,,,,,,
390210,Polypropylene,,,,,,,,,,,,,
390220,Polyisobutylene,,,,,,,,,,,,,
390230,Propylene copolymers,,,,,,,,,,,,,
390290,Polymers of propylene/of other olefins,,,,,,,,,,,,,
390311,Polystyrene,,,,,,,,,,,,,
390319,Polystyrene other than expansible,,,,,,,,,,,,,
390320,Styrene-acrylonitrile (SAN) copolymers,,,,,,,,,,,,,
390330,Acrylonitrile-butadiene-styrene (ABS) copolymers,,,,,,,,,,,,,
390390,Polymers of styrene,,,,,,,,,,,,,
390410,Poly(vinyl chloride),,,,,,,,,,,,,
390421,Poly(vinyl chloride),,,,,,,,,,,,,
390422,Poly(vinyl chloride),,,,,,,,,,,,,
390430,Vinyl chloride-vinyl acetate copolymers,,,,,,,,,,,,,
390440,Vinyl chloride copolymers,,,,,,,,,,,,,
390450,Vinylidene chloride polymers,,,,,,,,,,,,,
390461,Polytetrafluoroethylene,,,,,,,,,,,,,
390469,Fluoro-polymers other than polytetrafluoroethylene,,,,,,,,,,,,,
390490,Polymers of vinyl chloride/of other halogenated olefins,,,,,,,,,,,,,
390512,Poly(vinyl acetate),,,,,,,,,,,,,
390519,Poly(vinyl acetate) other than in aqueous dispersion,,,,,,,,,,,,,
390521,Vinyl acetate copolymers,,,,,,,,,,,,,
390529,Vinyl acetate copolymers other than in aqueous dispersion,,,,,,,,,,,,,
390530,Poly(vinyl alcohol),,,,,,,,,,,,,
390591,Copolymers,,,,,,,,,,,,,
390599,"""Polymers of vinyl acetate/of other vinyl esters",,,,,,,,,,,,,
390610,Poly(methyl methacrylate),,,,,,,,,,,,,
390690,Acrylic polymers other than poly(methyl methacrylate),,,,,,,,,,,,,
390710,Polyacetals,,,,,,,,,,,,,
390720,Polyethers other than polyacetals,,,,,,,,,,,,,
390730,Epoxide resins,,,,,,,,,,,,,
390740,Polycarbonates,,,,,,,,,,,,,
390750,Alkyd resins,,,,,,,,,,,,,
390760,Poly(ethylene terephthalate),,,,,,,,,,,,,
390770,Poly(lactic acid);,,,,,,,,,,,,,
390791,Polyesters (excl. of 3907.10-3907.60),,,,,,,,,,,,,
390799,Polyesters (excl. of 3907.10-3907.91),,,,,,,,,,,,,
390810,Polyamide-6/ -11/ -12/ -6,,,,,,,,,,,,,
390890,Polyamides (excl. of 3908.10),,,,,,,,,,,,,
390910,"""Urea resins",,,,,,,,,,,,,
390920,Melamine resins,,,,,,,,,,,,,
390930,Amino-resins (excl. of 3909.10 & 3910.20),,,,,,,,,,,,,
390940,Phenolic resins,,,,,,,,,,,,,
390950,Polyurethanes,,,,,,,,,,,,,
391000,Silicones,,,,,,,,,,,,,
391110,Petroleum resins,,,,,,,,,,,,,
391190,Polysulphides,,,,,,,,,,,,,
391211,Cellulose acetates,,,,,,,,,,,,,
391212,Cellulose acetates,,,,,,,,,,,,,
391220,Cellulose nitrates (incl. collodions),,,,,,,,,,,,,
391231,Carboxymethylcellulose & its salts,,,,,,,,,,,,,
391239,Cellulose ethers other than carboxymethylcellulose & its salts,,,,,,,,,,,,,
391290,Cellulose & its chemical derivatives,,,,,,,,,,,,,
391310,Alginic acid,,,,,,,,,,,,,
391390,Natural polymers & modified natural polymers (e.g.,,,,,,,,,,,,,
391400,Ion-exchangers based on polymers of 39.01-39.13,,,,,,,,,,,,,
391510,Waste,,,,,,,,,,,,,
391520,Waste,,,,,,,,,,,,,
391530,Waste,,,,,,,,,,,,,
391590,Waste,,,,,,,,,,,,,
391610,"""Monofilament of which any cross-sectional dim. exceeds 1mm; rods",,,,,,,,,,,,,
391620,"""Monofilament of which any cross-sectional dim. exceeds 1mm; rods",,,,,,,,,,,,,
391690,"""Monofilament of which any cross-sectional dim. exceeds 1mm; rods",,,,,,,,,,,,,
391710,Artificial guts (sausage casings) of hardened protein/of cellulosic mats;,,,,,,,,,,,,,
391721,Tubes,,,,,,,,,,,,,
391722,Tubes,,,,,,,,,,,,,
391723,Tubes,,,,,,,,,,,,,
391729,Tubes,,,,,,,,,,,,,
391731,Flexible tubes,,,,,,,,,,,,,
391732,Tubes,,,,,,,,,,,,,
391733,Tubes,,,,,,,,,,,,,
391739,Tubes,,,,,,,,,,,,,
391740,Fittings (e.g.,,,,,,,,,,,,,
391810,"""Floor coverings of polymers of vinyl chloride",,,,,,,,,,,,,
391890,"""Floor coverings of plastics other than polymers of vinyl chloride",,,,,,,,,,,,,
391910,Self-adhesive plates,,,,,,,,,,,,,
391990,Self-adhesive plates,,,,,,,,,,,,,
392010,Plates,,,,,,,,,,,,,
392020,Plates,,,,,,,,,,,,,
392030,Plates,,,,,,,,,,,,,
392043,Plates,,,,,,,,,,,,,
392049,Plates,,,,,,,,,,,,,
392051,Plates,,,,,,,,,,,,,
392059,Plates,,,,,,,,,,,,,
392061,Plates,,,,,,,,,,,,,
392062,Plates,,,,,,,,,,,,,
392063,Plates,,,,,,,,,,,,,
392069,Plates,,,,,,,,,,,,,
392071,Plates,,,,,,,,,,,,,
392073,Plates,,,,,,,,,,,,,
392079,Plates,,,,,,,,,,,,,
392091,Plates,,,,,,,,,,,,,
392092,Plates,,,,,,,,,,,,,
392093,Plates,,,,,,,,,,,,,
392094,Plates,,,,,,,,,,,,,
392099,Plates,,,,,,,,,,,,,
392111,Plates,,,,,,,,,,,,,
392112,Plates,,,,,,,,,,,,,
392113,Plates,,,,,,,,,,,,,
392114,Plates,,,,,,,,,,,,,
392119,Plates,,,,,,,,,,,,,
392190,Plates,,,,,,,,,,,,,
392210,Baths,,,,,,,,,,,,,
392220,Lavatory seats & covers,,,,,,,,,,,,,
392290,Bidets,,,,,,,,,,,,,
392310,Boxes,,,,,,,,,,,,,
392321,Sacks & bags (incl. cones),,,,,,,,,,,,,
392329,Sacks & bags (incl. cones),,,,,,,,,,,,,
392330,Carboys,,,,,,,,,,,,,
392340,Spools,,,,,,,,,,,,,
392350,Stoppers,,,,,,,,,,,,,
392390,Articles for the conveyance/packing of goods,,,,,,,,,,,,,
392410,Tableware & kitchenware,,,,,,,,,,,,,
392490,Household articles & toilet articles (excl. tableware & kitchenware),,,,,,,,,,,,,
392510,Reservoirs,,,,,,,,,,,,,
392520,Doors,,,,,,,,,,,,,
392530,Shutters,,,,,,,,,,,,,
392590,Builders' ware of plastics,,,,,,,,,,,,,
392610,Office/school supplies,,,,,,,,,,,,,
392620,Articles of apparel & clothing accessories (incl. gloves,,,,,,,,,,,,,
392630,Fittings for furniture/coachwork/the like,,,,,,,,,,,,,
392640,Statuettes & other ornamental articles,,,,,,,,,,,,,
392690,Articles of plastics&articles of other materials of headings 39.01 to 39.14,,,,,,,,,,,,,
400110,Natural rubber latex,,,,,,,,,,,,,
400121,Natural rubber (excl. latex),,,,,,,,,,,,,
400122,Technically spec. natural rubber (TSNR);,,,,,,,,,,,,,
400129,Natural rubber other than latex/smoked sheets/technically spec. natural rub,,,,,,,,,,,,,
400130,Balata,,,,,,,,,,,,,
400211,"""Styrene-butadiene rubber (SBR)",,,,,,,,,,,,,
400219,"""Styrene-butadiene rubber (SBR)",,,,,,,,,,,,,
400220,Butadiene rubber (BR),,,,,,,,,,,,,
400231,Isobutene-isoprene (butyl) rubber (IIR),,,,,,,,,,,,,
400239,Halo-isobutene-isoprene rubber (CIIR/BIIR),,,,,,,,,,,,,
400241,Chloroprene (chlorobutadiene) rubber (CR),,,,,,,,,,,,,
400249,Chloroprene (chlorobutadiene) rubber (CR),,,,,,,,,,,,,
400251,Acrylonitrile-butadiene rubber (NBR),,,,,,,,,,,,,
400259,Acrylonitrile-butadiene rubber (NBR),,,,,,,,,,,,,
400260,Isoprene rubber (IR),,,,,,,,,,,,,
400270,Ethylene-propylene-non-conjugated diene rubber (EPDM),,,,,,,,,,,,,
400280,Mixtures of any prod. of 40.01 with any prod. of this heading,,,,,,,,,,,,,
400291,Synthetic rubber & factice derived from oils,,,,,,,,,,,,,
400299,Synthetic rubber & factice derived from oils,,,,,,,,,,,,,
400300,Reclaimed rubber in primary forms/in plates/sheets/strip;,,,,,,,,,,,,,
400400,Waste,,,,,,,,,,,,,
400510,Compounded rubber,,,,,,,,,,,,,
400520,"""Solutions of compounded rubber",,,,,,,,,,,,,
400591,Compounded rubber (excl. of 4005.10 & 4005.20),,,,,,,,,,,,,
400599,Compounded rubber (excl. of 4005.10 & 4005.20),,,,,,,,,,,,,
400610,Unvulcanised rubber in camel-back strips for retreading rubber tyres;,,,,,,,,,,,,,
400690,Forms (e.g.,,,,,,,,,,,,,
400700,Vulcanised rubber thread & cord;,,,,,,,,,,,,,
400811,Plates,,,,,,,,,,,,,
400819,Rods & profile shapes,,,,,,,,,,,,,
400821,Plates,,,,,,,,,,,,,
400829,Rods & profile shapes,,,,,,,,,,,,,
400911,Tubes,,,,,,,,,,,,,
400912,Tubes,,,,,,,,,,,,,
400921,Tubes,,,,,,,,,,,,,
400922,Tubes,,,,,,,,,,,,,
400931,Tubes,,,,,,,,,,,,,
400932,Tubes,,,,,,,,,,,,,
400941,Tubes,,,,,,,,,,,,,
400942,Tubes,,,,,,,,,,,,,
401011,Conveyor belts/belting,,,,,,,,,,,,,
401012,Conveyor belts/belting,,,,,,,,,,,,,
401019,Conveyor belts/belting (excl. of 4010.11-4010.13),,,,,,,,,,,,,
401031,Endless transmission belts of trapezoidal cross-section (V-belts),,,,,,,,,,,,,
401032,Endless transmission belts of trapezoidal cross-section (V-belts),,,,,,,,,,,,,
401033,Endless transmission belts of trapezoidal cross-section (V-belts),,,,,,,,,,,,,
401034,Endless transmission belts of trapezoidal cross-section (V-belts),,,,,,,,,,,,,
401035,Endless synchronous belts,,,,,,,,,,,,,
401036,Endless synchronous belts,,,,,,,,,,,,,
401039,Transmission belts/belting (excl. of 4010.31-4010.36),,,,,,,,,,,,,
401110,New pneumatic tyres,,,,,,,,,,,,,
401120,New pneumatic tyres,,,,,,,,,,,,,
401130,New pneumatic tyres,,,,,,,,,,,,,
401140,New pneumatic tyres,,,,,,,,,,,,,
401150,New pneumatic tyres,,,,,,,,,,,,,
401161,New pneumatic tyres,,,,,,,,,,,,,
401162,New pneumatic tyres,,,,,,,,,,,,,
401163,New pneumatic tyres,,,,,,,,,,,,,
401169,New pneumatic tyres,,,,,,,,,,,,,
401192,New pneumatic tyres,,,,,,,,,,,,,
401193,New pneumatic tyres,,,,,,,,,,,,,
401194,New pneumatic tyres,,,,,,,,,,,,,
401199,"""New pneumatic tyres",,,,,,,,,,,,,
401211,Retreaded pneumatic tyres of rubber,,,,,,,,,,,,,
401212,Retreaded pneumatic tyres of rubber,,,,,,,,,,,,,
401213,Retreaded pneumatic tyres of rubber,,,,,,,,,,,,,
401219,Retreaded pneumatic tyres of rubber (excl. of 4012.11-4012.13);,,,,,,,,,,,,,
401220,Used pneumatic tyres of rubber;,,,,,,,,,,,,,
401290,Solid/cushion tyres,,,,,,,,,,,,,
401310,Inner tubes,,,,,,,,,,,,,
401320,Inner tubes,,,,,,,,,,,,,
401390,Inner tubes,,,,,,,,,,,,,
401410,Sheath contraceptives of vulcanised rubber;,,,,,,,,,,,,,
401490,Hygienic/pharmaceutical articles,,,,,,,,,,,,,
401511,Surgical gloves of vulcanised rubber;,,,,,,,,,,,,,
401519,Gloves (excl. surgical),,,,,,,,,,,,,
401590,Articles of apparel & clothing accessories for all purposes,,,,,,,,,,,,,
401610,Articles of vulcanised rubber other than hard rubber (excl. of 40.15),,,,,,,,,,,,,
401691,Floor coverings & mats of vulcanised rubber other than hard rubber;,,,,,,,,,,,,,
401692,Erasers of vulcanised rubber other than hard rubber;,,,,,,,,,,,,,
401693,Gaskets,,,,,,,,,,,,,
401694,Boat/dock fenders,,,,,,,,,,,,,
401695,Inflatable articles of vulcanised rubber other than hard rubber (excl. of 4,,,,,,,,,,,,,
401699,Articles of vulcanised rubber other than hard rubber,,,,,,,,,,,,,
401700,"""Hard rubber (e.g.",,,,,,,,,,,,,
410120,Whole bovine (incl. buffalo)/equine hides & skins,,,,,,,,,,,,,
410150,Whole bovine (incl. buffalo)/equine hides & skins,,,,,,,,,,,,,
410190,Raw hides & skins of bovine (including buffalo)/equine animals (fresh/salte,,,,,,,,,,,,,
410210,Raw skins of sheep/lambs (fresh/salted/dried/limed/pickled/othw. preserved ,,,,,,,,,,,,,
410221,Raw skins of sheep/lambs,,,,,,,,,,,,,
410229,Raw skins of sheep/lambs (fresh/salted/dried/limed/pickled/othw. preserved,,,,,,,,,,,,,
410320,Raw hides & skins of reptiles (fresh/salted/dried/limed/pickled/othw. prese,,,,,,,,,,,,,
410330,Raw hides & skins of swine(fresh/salted/dried/limed/pickled/othw. preserved,,,,,,,,,,,,,
410390,Raw hides&skins (fresh,,,,,,,,,,,,,
410411,"""Tanned/crust hides & skins of bovine (incl. buffalo)/equine animals",,,,,,,,,,,,,
410419,Tanned/crust hides & skins of bovine (incl. buffalo)/equine animals,,,,,,,,,,,,,
410441,"""Tanned/crust hides & skins of bovine (incl. buffalo)/equine animals",,,,,,,,,,,,,
410449,Tanned/crust hides & skins of bovine (incl. buffalo)/equine animals,,,,,,,,,,,,,
410510,Tanned/crust skins of sheep/lambs,,,,,,,,,,,,,
410530,Tanned/crust skins of sheep/lambs,,,,,,,,,,,,,
410621,Tanned/crust hides & skins of goats/kids,,,,,,,,,,,,,
410622,Tanned/crust hides & skins of goats/kids,,,,,,,,,,,,,
410631,Tanned/crust hides & skins of swine,,,,,,,,,,,,,
410632,Tanned/crust hides & skins of swine,,,,,,,,,,,,,
410640,Tanned/crust hides & skins of reptiles,,,,,,,,,,,,,
410691,Tanned/crust hides & skins,,,,,,,,,,,,,
410692,Tanned/crust hides & skins,,,,,,,,,,,,,
410711,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
410712,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
410719,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
410791,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
410792,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
410799,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411200,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411310,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411320,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411330,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411390,Leather further prepared after tanning/crusting,,,,,,,,,,,,,
411410,Chamois (incl. combination chamois) leather;,,,,,,,,,,,,,
411420,"""Patent leather & patent laminated leather; metallised leather"";",,,,,,,,,,,,,
411510,Composition leather with a basis of leather/leather fibre,,,,,,,,,,,,,
411520,"""Parings & other waste of leather/composition leather",,,,,,,,,,,,,
420100,Saddlery & harness for any animal (incl. traces,,,,,,,,,,,,,
420211,Trunks,,,,,,,,,,,,,
420212,Trunks,,,,,,,,,,,,,
420219,Trunks,,,,,,,,,,,,,
420221,Handbags,,,,,,,,,,,,,
420222,Handbags,,,,,,,,,,,,,
420229,Handbags,,,,,,,,,,,,,
420231,Articles of a kind normally carried in the pocket/the handbag,,,,,,,,,,,,,
420232,Articles of a kind normally carried in the pocket/the handbag,,,,,,,,,,,,,
420239,Articles of a kind normally carried in the pocket/the handbag,,,,,,,,,,,,,
420291,"""Trunks",,,,,,,,,,,,,
420292,"""Trunks",wallets, purses,map-cases,cigarette-cases, tobacco-pouches,tool bags, sport bags, bottle-cases, jewellery boxes, powder-boxes,cutlery cases & similar containers," with outer surface of leather/composition leather/patent leather"";",
420299,"""Trunks",wallets, purses,map-cases,cigarette-cases, tobacco-pouches,tool bags, sport bags, bottle-cases, jewellery boxes, powder-boxes,cutlery cases & similar containers," with outer surface of plastic sheeting/textile materials"";",
420310,Articles of apparel,wallets, purses,map-cases,cigarette-cases, tobacco-pouches,tool bags, sport bags, bottle-cases, jewellery boxes, powder-boxes,cutlery cases & similar containers, of vulcanised fibre/paperboard,"/wholly/mainly covered with such materials/paper"";"
420321,Gloves,,,,,,,,,,,,,
420329,Gloves,,,,,,,,,,,,,
420330,Belts & bandoliers,,,,,,,,,,,,,
420340,Clothing accessories (excl. of 4203.21-4203.30),,,,,,,,,,,,,
420500,Articles of leather/of composition leather,,,,,,,,,,,,,
420600,Articles of gut (other than silk-worm gut),,,,,,,,,,,,,
430110,Raw furskins,,,,,,,,,,,,,
430130,Raw furskins,,,,,,,,,,,,,
430160,Raw furskins,,,,,,,,,,,,,
430180,Raw furskins(excl. of 4301.10-4301.60),,,,,,,,,,,,,
430190,Heads,,,,,,,,,,,,,
430211,Tanned/dressed furskins of mink,,,,,,,,,,,,,
430219,Tanned/dressed furskins (excl. of mink),,,,,,,,,,,,,
430220,Heads,,,,,,,,,,,,,
430230,Tanned/dressed furskins,,,,,,,,,,,,,
430310,Articles of apparel & clothing accessories,,,,,,,,,,,,,
430390,Articles of furskin other than apparel & clothing accessories;,,,,,,,,,,,,,
430400,Artificial fur & articles thereof;,,,,,,,,,,,,,
440110,Fuel wood,,,,,,,,,,,,,
440121,Wood,,,,,,,,,,,,,
440122,Wood,,,,,,,,,,,,,
440130,Sawdust & wood waste & scrap,,,,,,,,,,,,,
440210,Wood charcoal of bamboo(including shell/nut charcoal),,,,,,,,,,,,,
440290,Wood charcoal (including shell/nut charcoal,,,,,,,,,,,,,
440310,Wood,,,,,,,,,,,,,
440320,Wood,,,,,,,,,,,,,
440341,Dark Red Meranti,,,,,,,,,,,,,
440349,Topical wood spec. in SH Note 1 to Ch.44 (excl. of 4403.41),,,,,,,,,,,,,
440391,Oak (Quercus spp.),,,,,,,,,,,,,
440392,Beech (Fagus spp.),,,,,,,,,,,,,
440399,Wood,,,,,,,,,,,,,
440410,"""Hoopwood; split poles; piles",,,,,,,,,,,,,
440420,"""Hoopwood; split poles; piles",,,,,,,,,,,,,
440500,"""Wood wool; wood flour"";",,,,,,,,,,,,,
440610,Railway/tramway sleepers (cross-ties) of wood,,,,,,,,,,,,,
440690,Railway/tramway sleepers (cross-ties) of wood,,,,,,,,,,,,,
440710,Wood sawn/chipped length wise,,,,,,,,,,,,,
440721,Wood sawn/chipped lengthwise,,,,,,,,,,,,,
440722,Wood sawn/chipped lengthwise,,,,,,,,,,,,,
