hs6,name,,,,,,,,,,,,,
845620,Machine-tools for working any material by removal of material,,,,,,,,,,,,,
845630,Machine-tools for working any material by removal of material,,,,,,,,,,,,,
845690,Other machine-tools for working any material by removal of material,,,,,,,,,,,,,
845710,Machining centres for working metal;,,,,,,,,,,,,,
845720,Unit construction machines (single station) for working metal;,,,,,,,,,,,,,
845730,Multi-station transfer machines for working metal;,,,,,,,,,,,,,
845811,Horizontal lathes (incl. turning centres) for removing metal,,,,,,,,,,,,,
845819,Horizontal lathes (incl. turning centres) for removing metal,,,,,,,,,,,,,
845891,Lathes other than horizontal lathes (incl. turning centres),,,,,,,,,,,,,
845899,Lathes other than horizontal lathes (incl. turning centres),,,,,,,,,,,,,
845910,Way-type unit head machines for drilling/boring/milling/threading/tapping b,,,,,,,,,,,,,
845921,Drilling machines other than way-type unit head machines,,,,,,,,,,,,,
845929,Drilling machines other than way-type unit head machines,,,,,,,,,,,,,
845931,Boring-milling machines other than way-type unit head machines,,,,,,,,,,,,,
845939,Boring-milling machines other than way-type unit head machines,,,,,,,,,,,,,
845940,Boring machines n.e.s. in 84.59,,,,,,,,,,,,,
845951,Milling machines operating by removing metal,,,,,,,,,,,,,
845959,Milling machines operating by removing metal,,,,,,,,,,,,,
845961,Milling machines (excl. knee type) operating by removing metal,,,,,,,,,,,,,
845969,Milling machines (excl. knee-type) operating by removing metal,,,,,,,,,,,,,
845970,Threading/tapping machines operating by removing metal,,,,,,,,,,,,,
846011,Flat-surface grinding machines,,,,,,,,,,,,,
846019,Flat-surface grinding machines,,,,,,,,,,,,,
846021,Grinding machines other than flat-surface,,,,,,,,,,,,,
846029,Grinding machines other than flat-surface,,,,,,,,,,,,,
846031,Sharpening (tool/cutter grinding) machines,,,,,,,,,,,,,
846039,Sharpening (tool/cutter grinding) machines,,,,,,,,,,,,,
846040,Honing/lapping machines;,,,,,,,,,,,,,
846090,Machine-tools for deburring/sharpening/grinding/honing/lapping/polishing/ot,,,,,,,,,,,,,
846120,Shaping/slotting machines working by removing metal/cermets;,,,,,,,,,,,,,
846130,Broaching machines working by removing metal/cermets;,,,,,,,,,,,,,
846140,Gear cutting/gear grinding/gear finishing machines working by removing meta,,,,,,,,,,,,,
846150,Sawing/cutting-off machines working by removing metal/cermets;,,,,,,,,,,,,,
846190,Machine-tools for planing & other machine-tools working by removing metal/c,,,,,,,,,,,,,
846210,Forging/die-stamping machines (incl. presses) & hammers for working metal;,,,,,,,,,,,,,
846221,Bending,,,,,,,,,,,,,
846229,Bending,,,,,,,,,,,,,
846231,Shearing machines for working metal,,,,,,,,,,,,,
846239,Shearing machines for working metal,,,,,,,,,,,,,
846241,Punching/notching machines for working metal (incl. presses),,,,,,,,,,,,,
846249,Punching/notching machines for working metal (incl. presses),,,,,,,,,,,,,
846291,Hydraulic presses for working metal;,,,,,,,,,,,,,
846299,"""Machine-tools for working metal",,,,,,,,,,,,,
846310,Draw-benches for bars/tubes/profiles/wire/the like;,,,,,,,,,,,,,
846320,Thread rolling machines for working metal/cermets,,,,,,,,,,,,,
846330,Machines for working wire;,,,,,,,,,,,,,
846390,Machine-tools for working metal/cermets,,,,,,,,,,,,,
846410,Sawing machines;,,,,,,,,,,,,,
846420,Grinding/polishing machines.;,,,,,,,,,,,,,
846490,Other Machine-tools for working stone,,,,,,,,,,,,,
846510,Machines which can carry out differenttypes of machining operations without,,,,,,,,,,,,,
846591,Sawing machines for working wood/cork/bone/hard rubber/hard plastics/simila,,,,,,,,,,,,,
846592,Planing/milling/moulding (by cutting) machines for working wood/cork/bone/h,,,,,,,,,,,,,
846593,Grinding/sanding/polishing machines for working wood/cork/bone/hard rubber/,,,,,,,,,,,,,
846594,Bending/assembling machines for working wood/cork/bone/hard rubber/hard pla,,,,,,,,,,,,,
846595,Drilling/morticing machines for working wood/cork/bone/hard rubber/hard pla,,,,,,,,,,,,,
846596,Splitting/slicing/paring machines for working wood/cork/bone/hard rubber/ha,,,,,,,,,,,,,
846599,"""Machine-tools (incl. machines for nailing",,,,,,,,,,,,,
846610,Tool holders & self-opening dieheads;,,,,,,,,,,,,,
846620,Work holders;,,,,,,,,,,,,,
846630,Dividing heads & other special attachments for machine-tools;,,,,,,,,,,,,,
846691,Parts & accessories for machines of heading 84.64;,,,,,,,,,,,,,
846692,Parts & accessories for machines of heading 84.65;,,,,,,,,,,,,,
846693,Parts & accessories for machines of heading 84.56 to 84.61;,,,,,,,,,,,,,
846694,Parts & accessories for machines of heading 84.62 to 84.63;,,,,,,,,,,,,,
846711,Tools for working in the hand,,,,,,,,,,,,,
846719,Tools for working in the hand,,,,,,,,,,,,,
846721,Drills of all kinds,,,,,,,,,,,,,
846722,Saws for working in the hand,,,,,,,,,,,,,
846729,Tools for working in the hand,,,,,,,,,,,,,
846781,Chain saws for working in the hand;,,,,,,,,,,,,,
846789,Tools for working in the hand,,,,,,,,,,,,,
846791,Parts of chain saws;,,,,,,,,,,,,,
846792,Parts of pneumatic tools;,,,,,,,,,,,,,
846799,Parts of tools for working in the hand (excl. of chain saws,,,,,,,,,,,,,
846810,Hand-held blow pipes;,,,,,,,,,,,,,
846820,Gas-operated machinery & apparatus for soldering/brazing/welding,,,,,,,,,,,,,
846880,"""Machinery & apparatus for soldering/brazing/welding",,,,,,,,,,,,,
846890,Parts of the machinery & apparatus of 84.68;,,,,,,,,,,,,,
846900,"""Typewriters other than printers of heading 84.43; word-processing machines",,,,,,,,,,,,,
847010,Electronic calculators capable of operation without an external source of e,,,,,,,,,,,,,
847021,Digital auto. data processing machines other than those of 8470.10,,,,,,,,,,,,,
847029,Digital auto. data processing machines other than those of 8470.10,,,,,,,,,,,,,
847030,Calculating machines (excl. of 8470.10-8470.29);,,,,,,,,,,,,,
847050,Cash registers;,,,,,,,,,,,,,
847090,Other electronic calculating machines,,,,,,,,,,,,,
847130,-  Portable automatic data processing machines,,,,,,,,,,,,,
847141,Other automatic data processing machines :  Comprising in the same housing ,,,,,,,,,,,,,
847149,Other automatic data processing machines ,,,,,,,,,,,,,
847150,Processing units other than those of sub-heading 8471.41/8471.49,,,,,,,,,,,,,
847160,Input/output units,,,,,,,,,,,,,
847170,Storage units;,,,,,,,,,,,,,
847180,Other units of automatic data processing machines,,,,,,,,,,,,,
847190,Magnetic/optical readers,,,,,,,,,,,,,
847210,Duplicating machines;,,,,,,,,,,,,,
847230,Machines for sorting/folding mail/for inserting mail in envelopes/bands,,,,,,,,,,,,,
847290,Other office machines (eg. hectograph/stencil duplicating machines,,,,,,,,,,,,,
847310,Parts & accessories (excl. covers,,,,,,,,,,,,,
847321,Parts & accessories (excl. covers,,,,,,,,,,,,,
847329,Parts & accessories (excl. covers,,,,,,,,,,,,,
847330,Parts & accessories of the machines of heading 84.71;,,,,,,,,,,,,,
847340,Parts & accessories of the machines of heading 84.72;,,,,,,,,,,,,,
847350,Parts & accessories equally suitable for use with machines of two/more of t,,,,,,,,,,,,,
847410,Sorting/screening/separating/washing machines for earth/stone/ores/other mi,,,,,,,,,,,,,
847420,Crushing/grinding machines for earth/stone/ores/other mineral substance,,,,,,,,,,,,,
847431,Concrete/mortar mixers;,,,,,,,,,,,,,
847432,Machines for mixing mineral substance with bitumen;,,,,,,,,,,,,,
847439,Mixing/kneading machines for earth/stone/ores/other mineral substance,,,,,,,,,,,,,
847480,Machinery for agglomerating/shaping/moulding solid mineral fuels/ceramic pa,,,,,,,,,,,,,
847490,Parts of the machinery of 84.74;,,,,,,,,,,,,,
847510,Machines for assembling electric/electronic lamps/tubes/valves/flashbulbs,,,,,,,,,,,,,
847521,Machines for making optical fibres & preforms thereof;,,,,,,,,,,,,,
847529,Machines for manufacturing/hot working glass/glassware (excl. of 8475.10 & ,,,,,,,,,,,,,
847590,Parts of the machines of 84.75;,,,,,,,,,,,,,
847621,Automatic beverage-vending machines incorporating heating/refrigerating dev,,,,,,,,,,,,,
847629,Automatic beverage-vending machines other than those incorporating heating/,,,,,,,,,,,,,
847681,Automatic goods-vending machines other than beverage-vending machines,,,,,,,,,,,,,
847689,Automatic goods-vending machines other than beverage-vending machines,,,,,,,,,,,,,
847690,Parts of the machines of 84.76;,,,,,,,,,,,,,
847710,Injection-moulding machines;,,,,,,,,,,,,,
847720,Extruders;,,,,,,,,,,,,,
847730,Blow moulding machines;,,,,,,,,,,,,,
847740,Vacuum moulding machines & other thermoforming machines;,,,,,,,,,,,,,
847751,Machinery for moulding/retreading pneumatic tyres/for moulding/othw. formin,,,,,,,,,,,,,
847759,Other machinery for moulding/othw. forming,,,,,,,,,,,,,
847780, Machinery for working rubber/plastics/for the manufacture of products from,,,,,,,,,,,,,
847790,Parts of Machinery for working rubber/plastics/for the manufacture of produ,,,,,,,,,,,,,
847810,Machinery for preparing/making up tobacco,,,,,,,,,,,,,
847890,Parts of the machinery of 8478.10;,,,,,,,,,,,,,
847910,Machinery for public works/building/the like having individual functions,,,,,,,,,,,,,
847920,Machinery for the extraction/preparation of animal/fixed vegetable fats/oil,,,,,,,,,,,,,
847930,Presses for the manufacture of particle board/fibre building board of wood/,,,,,,,,,,,,,
847940,Rope/cable-making machines;,,,,,,,,,,,,,
847950,Industrial robots,,,,,,,,,,,,,
847960,Evaporative air coolers;,,,,,,,,,,,,,
847981,Machines & mechanical appliances for treating metal,,,,,,,,,,,,,
847982,Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifyin,,,,,,,,,,,,,
847989,Other machines & mechanical appliances,,,,,,,,,,,,,
847990,Parts of Machines & mechanical appliances having individual functions,,,,,,,,,,,,,
848010,Moulding boxes for metal foundry;,,,,,,,,,,,,,
848020,Mould bases;,,,,,,,,,,,,,
848030,Moulding patterns;,,,,,,,,,,,,,
848041,Moulds (excl. ingot moulds) for metal/metal carbides,,,,,,,,,,,,,
848049,Moulds (excl. ingot moulds) for metal/metal carbides,,,,,,,,,,,,,
848050,Moulds for glass;,,,,,,,,,,,,,
848060,Moulds for mineral materials;,,,,,,,,,,,,,
848071,Moulds for rubber/plastics ,,,,,,,,,,,,,
848079,Moulds for rubber/plastics,,,,,,,,,,,,,
848110,Pressure-reducing valves for pipes/boiler shells/tanks/vats/the like;,,,,,,,,,,,,,
848120,Valves for oleohydraulic/pneumatic transmissions for pipes/boiler shells/ta,,,,,,,,,,,,,
848130,Check (nonreturn) valves for pipes/boiler shells/tanks/vats/the like;,,,,,,,,,,,,,
848140,Safety/relief valves for pipes/boiler shells/tanks/vats/the like;,,,,,,,,,,,,,
848180,Taps,,,,,,,,,,,,,
848190,Parts of the appliances of 84.81;,,,,,,,,,,,,,
848210,Ball bearings;,,,,,,,,,,,,,
848220,Tapered roller bearings,,,,,,,,,,,,,
848230,Spherical roller bearings;,,,,,,,,,,,,,
848240,Needle roller bearings;,,,,,,,,,,,,,
848250,Cylindrical roller bearings (excl. of 8482.20-8482.40);,,,,,,,,,,,,,
848280,Bearings,,,,,,,,,,,,,
848291,Balls,,,,,,,,,,,,,
848299,Parts,,,,,,,,,,,,,
848310,Transmission shafts (incl. cam shafts & crank shafts) & cranks;,,,,,,,,,,,,,
848320,Bearing housings,,,,,,,,,,,,,
848330,"""Bearing housings",,,,,,,,,,,,,
848340,"""Gears&gearing(excl. toothed wheels",,,,,,,,,,,,,
848350,Flywheels & pulleys,,,,,,,,,,,,,
848360,Clutches & shaft couplings (incl. universal joints);,,,,,,,,,,,,,
848390,"""Toothed wheels",,,,,,,,,,,,,
848410,Gaskets & similar joints of metal sheeting combined with other material/of ,,,,,,,,,,,,,
848420,Mechanical seals;,,,,,,,,,,,,,
848490,Sets/assortments of gaskets & similar joints,,,,,,,,,,,,,
848610,Machines & apparatus for the manufacture of boules/wafers;,,,,,,,,,,,,,
848620,Machines & apparatus for the manufacture of semiconductor devices/of electr,,,,,,,,,,,,,
848630,Machines & apparatus for the manufacture of flat panel displays;,,,,,,,,,,,,,
848640,Machines & apparatus specified in Note 9 (C) to this Ch.;,,,,,,,,,,,,,
848690,"""Parts & accessories of machines & apparatus of a kind used solely/principa",,,,,,,,,,,,,
848710,Ships'/boats' propellers & blades therefor;,,,,,,,,,,,,,
848790,Machinery parts,,,,,,,,,,,,,
850110,Electric motors of an output not >37.5W;,,,,,,,,,,,,,
850120,Universal AC/DC motors of an output >37.5 W;,,,,,,,,,,,,,
850131,"""DC motors (excl. universal AC/DC motors); DC generators (excl. generating ",,,,,,,,,,,,,
850132,"""DC motors (excl. universal AC/DC motors); DC generators (excl. generating ",,,,,,,,,,,,,
850133,"""DC motors (excl. universal AC/DC motors); DC generators (excl. generating ",,,,,,,,,,,,,
850134,"""DC motors (excl. universal AC/DC motors); DC generators (excl. generating ",,,,,,,,,,,,,
850140,AC motors (excl. of 8501.10 & 8501.20),,,,,,,,,,,,,
850151,AC motors (excl. of 8501.10 & 8501.20),,,,,,,,,,,,,
850152,AC motors (excl. of 8501.10 & 8501.20),,,,,,,,,,,,,
850153,AC motors (excl. of 8501.10 & 8501.20),,,,,,,,,,,,,
850161,AC generators (alternators),,,,,,,,,,,,,
850162,AC generators (alternators),,,,,,,,,,,,,
850163,AC generators (alternators),,,,,,,,,,,,,
850164,AC generators (alternators),,,,,,,,,,,,,
850211,Electric generating sets with C-I internal combustion piston engines (diese,,,,,,,,,,,,,
850212,Electric generating sets with C-I internal combustion piston engines (diese,,,,,,,,,,,,,
850213,Electric generating sets with C-I internal combustion piston engines (diese,,,,,,,,,,,,,
850220,Electric generating sets with spark-ignition internal combustion piston eng,,,,,,,,,,,,,
850231,Wind-powered electric generating sets;,,,,,,,,,,,,,
850239,Electric generating sets n.e.s. in 85.02;,,,,,,,,,,,,,
850240,Electric rotary converters;,,,,,,,,,,,,,
850300,Parts suit. for use solely/principally with the machines of 85.01/85.02;,,,,,,,,,,,,,
850410,Ballasts for discharge lamps/tubes;,,,,,,,,,,,,,
850421,Liquid dielectric transformers having a power handling capacity not >650kVA,,,,,,,,,,,,,
850422,Liquid dielectric transformers having a power handling capacity >650kVA but,,,,,,,,,,,,,
850423,Liquid dielectric transformers having a power handling capacity >10000kVA;,,,,,,,,,,,,,
850431,Electrical transformers (excl. dielectric) having a power handling capacity,,,,,,,,,,,,,
850432,Electrical transformers (excl. dielectric) having a power handling capacity,,,,,,,,,,,,,
850433,Electrical transformers (excl. dielectric) having a power handling capacity,,,,,,,,,,,,,
850434,Electrical transformers (excl. dielectric) having a power handling capacity,,,,,,,,,,,,,
850440,Static converters;,,,,,,,,,,,,,
850450,Inductors,,,,,,,,,,,,,
850490,Parts of the machines of 85.04;,,,,,,,,,,,,,
850511,Permanent magnets & articles intended to become permanent magnets after mag,,,,,,,,,,,,,
850519,Permanent magnets & articles intended to become permanent magnets after mag,,,,,,,,,,,,,
850520,Electro-magnetic couplings,,,,,,,,,,,,,
850590,"""Other",,,,,,,,,,,,,
850610,Primary cells & primary batteries,,,,,,,,,,,,,
850630,Primary cells & primary batteries,,,,,,,,,,,,,
850640,Primary cells & primary batteries,,,,,,,,,,,,,
850650,Primary cells & primary batteries,,,,,,,,,,,,,
850660,Primary cells & primary batteries,,,,,,,,,,,,,
850680,Primary cells & primary batteries n.e.s. in 85.06;,,,,,,,,,,,,,
850690,Parts of the primary cells & primary batteries of 85.06;,,,,,,,,,,,,,
850710,Electric accumulators,,,,,,,,,,,,,
850720,Electric accumulators,,,,,,,,,,,,,
850730,Electric accumulators,,,,,,,,,,,,,
850740,Electric accumulators,,,,,,,,,,,,,
850780,Electric accumulators,,,,,,,,,,,,,
850790,Parts of the electric accumulators & separators therefor of 85.07;,,,,,,,,,,,,,
850811,Vacuum cleaners,,,,,,,,,,,,,
850819,Vacuum cleaners,,,,,,,,,,,,,
850860,Other vacuum cleaners,,,,,,,,,,,,,
850870,Parts of vacuum cleaners;,,,,,,,,,,,,,
850940,"""Food grinders & mixers; fruit/vegetable juice extractors",,,,,,,,,,,,,
850980,"""Food grinders & mixers; fruit/vegetable juice extractors",,,,,,,,,,,,,
850990,Parts of electro-mechanical domestic appliances,,,,,,,,,,,,,
851010,Shavers,,,,,,,,,,,,,
851020,Hair clippers,,,,,,,,,,,,,
851030,Hair-removing appliances,,,,,,,,,,,,,
851090,Parts of the electric appliances of 85.10;,,,,,,,,,,,,,
851110,Sparking plugs;,,,,,,,,,,,,,
851120,"""Ignition magnetos; magneto-dynamos; magnetic flywheels"";",,,,,,,,,,,,,
851130,"""Distributors; ignition coils"";",,,,,,,,,,,,,
851140,Starter motors & dual purp. starter-generators;,,,,,,,,,,,,,
851150,Generators other than starter motors & dual purp. starter generators (e.g.,,,,,,,,,,,,,
851180,Electrical ignition/starting equip. n.e.s. in 85.11 (e.g.,,,,,,,,,,,,,
851190,Parts of the equip. of 85.11;,,,,,,,,,,,,,
851210,Lighting/visual signalling equip. of a kind used on bicycles;,,,,,,,,,,,,,
851220,Lighting/visual signalling equip. of a kind used for cycles (excl. bicycles,,,,,,,,,,,,,
851230,Sound signalling equip. of a kind used for cycles/motor vehicles;,,,,,,,,,,,,,
851240,Windscreen wipers,,,,,,,,,,,,,
851290,Parts of the equip. of 85.12;,,,,,,,,,,,,,
851310,Portable electric lamps (i.e.,,,,,,,,,,,,,
851390,Parts of the portable electric lamps of 8513.10;,,,,,,,,,,,,,
851410,Resistance heated furnaces & ovens;,,,,,,,,,,,,,
851420, Furnaces & ovens functioning by induction/dielectric loss;,,,,,,,,,,,,,
851430,Other furnaces & ovens other than Resistance heated furnaces & ovens/ Furna,,,,,,,,,,,,,
851440,Equipment for the heat treatment of materials by induction/dielectric loss,,,,,,,,,,,,,
851490,"""Parts of Industrial/laboratory electric furnaces & ovens (incl. those func",,,,,,,,,,,,,
851511,Soldering irons & guns;,,,,,,,,,,,,,
851519,Other brazing/soldering machines & apparatus ,,,,,,,,,,,,,
851521,Machines & apparatus for resistance welding of metal ,,,,,,,,,,,,,
851529,Other machines & apparatus for resistance welding of metal,,,,,,,,,,,,,
851531,Machines & apparatus for arc (incl. plasma arc) welding of metals,,,,,,,,,,,,,
851539,Machines & apparatus for arc (incl. plasma arc) welding of metals,,,,,,,,,,,,,
851580,Other machines & apparatus,,,,,,,,,,,,,
851590,"""Parts of electric (incl. electrically heated gas)",,,,,,,,,,,,,
851610,Electric instantaneous/storage water heaters & immersion heaters;,,,,,,,,,,,,,
851621,Electric storage heating radiators;,,,,,,,,,,,,,
851629,Electric space heating apparatus & electric soil heating apparatus,,,,,,,,,,,,,
851631,Hair dryers,,,,,,,,,,,,,
851632,Electro-thermic hair-dressing apparatus other than hair dryers;,,,,,,,,,,,,,
851633,Hand-drying apparatus,,,,,,,,,,,,,
851640,Electric smoothing irons;,,,,,,,,,,,,,
851650,Microwave ovens;,,,,,,,,,,,,,
851660,"""Electric ovens other than microwave ovens; electric cookers",,,,,,,,,,,,,
851671,Coffee/tea makers,,,,,,,,,,,,,
851672,Toasters,,,,,,,,,,,,,
851679,Electro-thermic appliances n.e.s. in 85.16;,,,,,,,,,,,,,
851680,Electric heating resistors;,,,,,,,,,,,,,
851690,Parts of the machinery & appliances of 85.16;,,,,,,,,,,,,,
851711,Line telephone sets with cordless handsets;,,,,,,,,,,,,,
851712,Telephones for cellular networks/for other wireless networks,,,,,,,,,,,,,
851718,Other telephone sets,,,,,,,,,,,,,
851761,Base stations for transmission/reception of voice,,,,,,,,,,,,,
851762,Machines for the reception,,,,,,,,,,,,,
851769,Other apparatus for transmission/reception of voice,,,,,,,,,,,,,
851770,"""Parts of telephone sets",,,,,,,,,,,,,
851810,Microphones & stands therefor;,,,,,,,,,,,,,
851821,Single loudspeakers,,,,,,,,,,,,,
851822,Multiple loudspeakers,,,,,,,,,,,,,
851829,Loudspeakers n.e.s. in 85.18,,,,,,,,,,,,,
851830,Headphones & earphones,,,,,,,,,,,,,
851840,Audio-frequency electric amplifiers;,,,,,,,,,,,,,
851850,Electric sound amplifier sets;,,,,,,,,,,,,,
851890,Parts of the apparatus & equip. of 85.18;,,,,,,,,,,,,,
851920,Apparatus operated by coins,,,,,,,,,,,,,
851930,Turntables (record-decks);,,,,,,,,,,,,,
851950,Telephone answering machines;,,,,,,,,,,,,,
851981,Other sound recording/reproducing apparatus,,,,,,,,,,,,,
851989,Other sound recording/reproducing apparatus,,,,,,,,,,,,,
852110,Video recording/repr. apparatus,,,,,,,,,,,,,
852190,Video recording/repr. apparatus other than magnetic tape-type,,,,,,,,,,,,,
852210,Pick-up cartridges for use solely/principally with the apparatus of 85.19-8,,,,,,,,,,,,,
852290,Parts (excl. pick-up cartridges) & accessories suit. for use solely/princip,,,,,,,,,,,,,
852321,Magnetic media for the recording of sound/of other phenomena,,,,,,,,,,,,,
852329,Magnetic media for the recording of sound/of other phenomena,,,,,,,,,,,,,
852340,Optical media for the recording of sound/of other phenomena,,,,,,,,,,,,,
852351,Semi-conductor media,,,,,,,,,,,,,
852352,"""Semi-conductor media",,,,,,,,,,,,,
852359,"""Other semi-conductor media",,,,,,,,,,,,,
852380,"""Discs",,,,,,,,,,,,,
852550,Transmission apparatus for radio-broadcasting/television;,,,,,,,,,,,,,
852560, Transmission apparatus for radio-broadcasting/televison incorporating rece,,,,,,,,,,,,,
852580, Television cameras,,,,,,,,,,,,,
852610,Radar apparatus;,,,,,,,,,,,,,
852691,Radio navigational aid apparatus;,,,,,,,,,,,,,
852692,Radio remote control apparatus;,,,,,,,,,,,,,
852712,Pocket-size radio cassette-players;,,,,,,,,,,,,,
852713,Radio-broadcast receivers capable of operating without an external source o,,,,,,,,,,,,,
852719,Radio-broadcast receivers capable of operating without an external source o,,,,,,,,,,,,,
852721,Radio-broadcast receivers not capable of operating without an external sour,,,,,,,,,,,,,
852729,Radio-broadcast receivers not capable of operatingwithout an externalsource,,,,,,,,,,,,,
852791,Other reception apparatus for radio-broadcasting,,,,,,,,,,,,,
852792,Other reception apparatus for radio-broadcasting,,,,,,,,,,,,,
852799,Other reception apparatus for radio-broadcasting,,,,,,,,,,,,,
852841,Cathode-ray tube monitors ,,,,,,,,,,,,,
852849,Other cathode-ray tube monitors ,,,,,,,,,,,,,
852851,Other monitors,,,,,,,,,,,,,
852859,Other monitors,,,,,,,,,,,,,
852861,Projectors,,,,,,,,,,,,,
852869,Projectors,,,,,,,,,,,,,
852871,Reception apparatus for televison,,,,,,,,,,,,,
852872,Other colour reception apparatus for television,,,,,,,,,,,,,
852873,Other reception apparatus for television,,,,,,,,,,,,,
852910,"""Aerials & aerial reflectors of all kinds suit. for use solely/principally ",,,,,,,,,,,,,
852990,Other parts suitable for use solely/principally with the apparatus of headi,,,,,,,,,,,,,
853010,Electrical signalling/safety/traffic control equip. for railways/tramways;,,,,,,,,,,,,,
853080,Electrical signalling/safety/traffic control equip. other than for railways,,,,,,,,,,,,,
853090,Parts of the electrical signalling/safety/traffic control equip. of 85.30;,,,,,,,,,,,,,
853110,Burglar/fire alarms & similar apparatus;,,,,,,,,,,,,,
853120,Indicator panels incorporating liquid crystal devices (Lchemically defined),,,,,,,,,,,,,
853180,Electric sound/visual signalling apparatus (e.g.,,,,,,,,,,,,,
853190,Parts of the apparatus of 85.31;,,,,,,,,,,,,,
853210,Electrical capacitors,,,,,,,,,,,,,
853221,Fixed electrical capacitors,,,,,,,,,,,,,
853222,Fixed electrical capacitors,,,,,,,,,,,,,
853223,Fixed electrical capacitors,,,,,,,,,,,,,
853224,Fixed electrical capacitors,,,,,,,,,,,,,
853225,Fixed electrical capacitors,,,,,,,,,,,,,
853229,Fixed electrical capacitors,,,,,,,,,,,,,
853230,Variable/adjustable (pre-set) electrical capacitors;,,,,,,,,,,,,,
853290,Parts of the electrical capacitors of 85.32;,,,,,,,,,,,,,
853310,Fixed carbon electrical resistors,,,,,,,,,,,,,
853321,Fixed electrical resistors (excl. fixed carbon resistors,,,,,,,,,,,,,
853329,Fixed electrical resistors (excl. fixed carbon resistors,,,,,,,,,,,,,
853331,Wirewound variable electrical resistors,,,,,,,,,,,,,
853339,Wirewound variable electrical resistors,,,,,,,,,,,,,
853340,Electrical resistors (excl. heating resistors,,,,,,,,,,,,,
853390,Parts of the electrical resistors of 85.33;,,,,,,,,,,,,,
853400,Printed circuits;,,,,,,,,,,,,,
853510,Fuses,,,,,,,,,,,,,
853521,Automatic circuit breakers,,,,,,,,,,,,,
853529,Automatic circuit breakers,,,,,,,,,,,,,
853530,Isolating switches & make-&-break switches,,,,,,,,,,,,,
853540,Lightning arresters,,,,,,,,,,,,,
853590,Electrical apparatus for switching/protecting electrical circuits,,,,,,,,,,,,,
853610,Fuses,,,,,,,,,,,,,
853620,Automatic circuit breakers,,,,,,,,,,,,,
853630,Apparatus for protecting electrical circuits (excl. of 8536.10 & 8536.20),,,,,,,,,,,,,
853641,Relays,,,,,,,,,,,,,
853649,Relays (excl. of 8536.41),,,,,,,,,,,,,
853650,Switches other than isolating switches & make-&-break switches,,,,,,,,,,,,,
853661,Lamp-holders,,,,,,,,,,,,,
853669,Plugs & sockets for a voltage not >1000V;,,,,,,,,,,,,,
853670,Connectors for optical fibres,,,,,,,,,,,,,
853690,Electrical apparatus for switching/protecting electrical circuits,,,,,,,,,,,,,
853710,Boards,,,,,,,,,,,,,
853720,Boards,,,,,,,,,,,,,
853810,Boards,,,,,,,,,,,,,
853890,Parts suit. for use solely/principally with the apparatus of 85.35/85.36/85,,,,,,,,,,,,,
853910,Sealed beam electric filament lamp units;,,,,,,,,,,,,,
853921,Electric filament lamps (excl. sealed beam/ultra-violet/infra-red lamps),,,,,,,,,,,,,
853922,Electric filament lamps (excl. sealed beam/ultra-violet/infra-red/tungsten ,,,,,,,,,,,,,
853929,Electric filament lamps (excl. sealed beam/ultra-violet/infra-red/tungsten ,,,,,,,,,,,,,
853931,Electric discharge lamps (excl. ultra-violet lamps),,,,,,,,,,,,,
853932,"""Electric discharge lamps (excl. ultra-violet lamps)",,,,,,,,,,,,,
853939,"""Electric discharge lamps (excl. ultra-violet lamps; excl. of 8539.31 & 853",,,,,,,,,,,,,
853941,Arc-lamps;,,,,,,,,,,,,,
853949,Ultra-violet/infra-red lamps;,,,,,,,,,,,,,
853990,Parts of the electric lamps of 85.39;,,,,,,,,,,,,,
854011,Cathode-ray television picture tubes,,,,,,,,,,,,,
854012,Cathode-ray television picture tubes,,,,,,,,,,,,,
854020,"""Television camera tubes; image converters & intensifiers; other photo-cath",,,,,,,,,,,,,
854040,Data/graphic display tubes,,,,,,,,,,,,,
854050,Data/graphic display tubes,,,,,,,,,,,,,
854060,Cathode-ray tubes n.e.s. in 85.40;,,,,,,,,,,,,,
854071,Magnetrons;,,,,,,,,,,,,,
854072,Klystrons;,,,,,,,,,,,,,
854079,Microwave tubes n.e.s. in 85.40;,,,,,,,,,,,,,
854081,Receiver/amplifier valves & tubes;,,,,,,,,,,,,,
854089,Valves & tubes n.e.s. in 85.40;,,,,,,,,,,,,,
854091,Parts of cathode-ray tubes;,,,,,,,,,,,,,
854099,Parts of the tubes of 85.40 other than cathode-ray tubes;,,,,,,,,,,,,,
854110,Diodes (excl. photosensitive/light emitting diodes);,,,,,,,,,,,,,
854121,Transistors (excl. photosensitive transistors),,,,,,,,,,,,,
854129,Transistors (excl. photosensitive transistors),,,,,,,,,,,,,
854130,Thyristors,,,,,,,,,,,,,
854140,"""Photosensitive semiconductor devices",,,,,,,,,,,,,
854150,Semiconductor devices n.e.s. in 85.41;,,,,,,,,,,,,,
854160,Mounted piezo-electric crystals;,,,,,,,,,,,,,
854190,Parts of the devices of 85.41;,,,,,,,,,,,,,
854231,Electronic integrated  circuits,,,,,,,,,,,,,
854232,Electronic integrated  circuits,,,,,,,,,,,,,
854233,Electronic integrated  circuits,,,,,,,,,,,,,
854239,Other Electronic integrated  circuits,,,,,,,,,,,,,
854290,Parts of electronic integrated  circuits;,,,,,,,,,,,,,
