year,hs6,c
2011,940310,1
2011,940510,1
2011,940560,1
2011,940592,1
2011,940599,1
2011,940600,1
2011,960390,1
2011,961390,1
2011,961800,1
2012,10392,1
2012,10619,1
2012,10639,1
2012,40410,1
2012,40819,1
2012,50510,1
2012,50690,1
2012,50800,1
2012,51000,1
2012,51191,1
2012,51199,1
2012,81290,1
2012,110313,1
2012,110319,1
2012,110320,1
2012,110710,1
2012,110720,1
2012,120590,1
2012,120799,1
2012,121010,1
2012,121190,1
2012,121300,1
2012,140110,1
2012,140190,1
2012,150420,1
2012,151321,1
2012,151411,1
2012,151590,1
2012,152190,1
2012,160300,1
2012,170260,1
2012,170290,1
2012,170310,1
2012,180500,1
2012,180620,1
2012,220710,1
2012,220720,1
2012,230210,1
2012,230230,1
2012,230240,1
2012,230310,1
2012,230330,1
2012,230610,1
2012,230800,1
2012,250100,1
2012,250200,1
2012,250490,1
2012,250510,1
2012,250620,1
2012,251120,1
2012,251400,1
2012,251690,1
2012,251720,1
2012,251749,1
2012,251820,1
2012,252100,1
2012,252210,1
2012,252220,1
2012,252230,1
2012,252329,1
2012,252390,1
2012,252910,1
2012,253090,1
2012,260300,1
2012,261510,1
2012,261590,1
2012,261900,1
2012,262060,1
2012,262110,1
2012,270400,1
2012,270600,1
2012,270710,1
2012,270750,1
2012,270799,1
2012,270810,1
2012,270820,1
2012,270900,1
2012,271114,1
2012,271119,1
2012,271121,1
2012,271290,1
2012,271490,1
2012,271500,1
2012,280110,1
2012,280300,1
2012,280430,1
2012,280440,1
2012,280450,1
2012,280490,1
2012,280800,1
2012,280920,1
2012,281121,1
2012,281410,1
2012,281700,1
2012,281810,1
2012,281830,1
2012,282560,1
2012,282630,1
2012,282749,1
2012,283090,1
2012,283322,1
2012,283325,1
2012,283329,1
2012,283510,1
2012,283522,1
2012,283539,1
2012,283650,1
2012,283720,1
2012,283990,1
2012,284020,1
2012,284410,1
2012,284590,1
2012,284690,1
2012,284920,1
2012,285200,1
2012,290121,1
2012,290122,1
2012,290124,1
2012,290241,1
2012,290243,1
2012,290315,1
2012,290341,1
2012,290343,1
2012,290410,1
2012,290511,1
2012,290514,1
2012,290516,1
2012,290559,1
2012,290629,1
2012,290920,1
2012,291040,1
2012,291212,1
2012,291219,1
2012,291512,1
2012,291570,1
2012,291590,1
2012,291615,1
2012,291635,1
2012,291713,1
2012,291719,1
2012,291734,1
2012,291735,1
2012,291823,1
2012,291891,1
2012,291899,1
2012,291910,1
2012,292111,1
2012,292130,1
2012,292390,1
2012,292411,1
2012,292412,1
2012,292423,1
2012,292424,1
2012,292512,1
2012,292521,1
2012,292610,1
2012,292990,1
2012,293050,1
2012,293299,1
2012,293329,1
2012,293341,1
2012,293355,1
2012,293371,1
2012,293624,1
2012,293723,1
2012,293731,1
2012,293890,1
2012,293911,1
2012,293951,1
2012,293961,1
2012,293963,1
2012,294200,1
2012,300310,1
2012,300390,1
2012,300650,1
2012,310230,1
2012,310240,1
2012,310260,1
2012,310520,1
2012,310551,1
2012,310560,1
2012,310590,1
2012,320412,1
2012,320611,1
2012,320619,1
2012,320810,1
2012,320890,1
2012,321100,1
2012,321410,1
2012,321490,1
2012,321519,1
2012,330112,1
2012,340211,1
2012,340219,1
2012,340290,1
2012,340490,1
2012,350211,1
2012,350290,1
2012,350520,1
2012,350710,1
2012,360200,1
2012,360300,1
2012,380130,1
2012,380590,1
2012,380610,1
2012,380991,1
2012,380992,1
2012,381119,1
2012,381210,1
2012,381220,1
2012,381230,1
2012,381400,1
2012,382312,1
2012,382370,1
2012,382440,1
2012,382450,1
2012,382472,1
2012,382473,1
2012,382476,1
2012,382481,1
2012,382520,1
2012,382530,1
2012,382550,1
2012,382590,1
2012,390210,1
2012,390421,1
2012,390422,1
2012,390512,1
2012,390750,1
2012,390760,1
2012,390791,1
2012,390810,1
2012,390910,1
2012,391590,1
2012,391690,1
2012,391723,1
2012,391731,1
2012,391732,1
2012,391739,1
2012,391740,1
2012,391810,1
2012,391890,1
2012,392020,1
2012,392030,1
2012,392094,1
2012,392111,1
2012,392112,1
2012,392190,1
2012,392210,1
2012,392329,1
2012,392330,1
2012,392510,1
2012,392590,1
2012,392610,1
2012,392630,1
2012,400219,1
2012,400280,1
2012,400400,1
2012,400510,1
2012,400610,1
2012,400819,1
2012,400821,1
2012,400829,1
2012,400912,1
2012,401012,1
2012,401033,1
2012,401110,1
2012,401120,1
2012,401162,1
2012,401211,1
2012,401700,1
2012,410320,1
2012,410411,1
2012,410419,1
2012,410441,1
2012,410449,1
2012,410510,1
2012,410711,1
2012,410712,1
2012,410719,1
2012,410791,1
2012,410792,1
2012,410799,1
2012,411330,1
2012,411410,1
2012,411510,1
2012,430211,1
2012,430219,1
2012,430220,1
2012,440121,1
2012,440130,1
2012,440341,1
2012,440391,1
2012,440392,1
2012,440410,1
2012,440420,1
2012,440500,1
2012,440721,1
2012,440791,1
2012,440799,1
2012,440890,1
2012,441011,1
2012,441112,1
2012,441114,1
2012,441194,1
2012,441300,1
2012,441700,1
2012,441840,1
2012,441860,1
2012,441872,1
2012,442190,1
2012,470329,1
2012,470419,1
2012,470691,1
2012,470710,1
2012,470720,1
2012,470730,1
2012,480256,1
2012,480262,1
2012,480431,1
2012,480439,1
2012,480449,1
2012,480525,1
2012,480591,1
2012,480592,1
2012,480610,1
2012,480700,1
2012,480810,1
2012,480830,1
2012,481092,1
2012,481110,1
2012,481159,1
2012,481160,1
2012,481200,1
2012,481410,1
2012,481920,1
2012,482010,1
2012,482090,1
2012,482290,1
2012,490600,1
2012,490700,1
2012,510129,1
2012,510219,1
2012,510220,1
2012,510320,1
2012,510330,1
2012,510521,1
2012,510720,1
2012,511211,1
2012,520411,1
2012,520515,1
2012,520526,1
2012,520541,1
2012,520611,1
2012,520613,1
2012,520614,1
2012,520625,1
2012,520635,1
2012,520819,1
2012,520829,1
2012,520832,1
2012,520839,1
2012,520842,1
2012,520849,1
2012,520912,1
2012,520921,1
2012,520931,1
2012,520943,1
2012,521029,1
2012,521049,1
2012,521112,1
2012,521131,1
2012,521132,1
2012,521141,1
2012,521143,1
2012,521223,1
2012,530390,1
2012,530820,1
2012,530921,1
2012,540110,1
2012,540231,1
2012,540233,1
2012,540239,1
2012,540251,1
2012,540332,1
2012,540710,1
2012,540720,1
2012,540754,1
2012,540771,1
2012,540781,1
2012,540791,1
2012,550320,1
2012,550520,1
2012,550630,1
2012,550690,1
2012,550942,1
2012,551030,1
2012,551090,1
2012,551291,1
2012,551313,1
2012,551349,1
2012,551419,1
2012,551423,1
2012,551429,1
2012,551519,1
2012,551621,1
2012,551642,1
2012,560122,1
2012,560129,1
2012,560312,1
2012,560392,1
2012,560410,1
2012,560500,1
2012,560600,1
2012,560729,1
2012,560741,1
2012,560749,1
2012,560750,1
2012,560790,1
2012,560811,1
2012,560890,1
2012,560900,1
2012,580123,1
2012,580124,1
2012,580131,1
2012,580133,1
2012,580134,1
2012,580300,1
2012,580430,1
2012,580620,1
2012,580632,1
2012,580639,1
2012,580640,1
2012,580810,1
2012,581099,1
2012,581100,1
2012,590190,1
2012,590210,1
2012,590220,1
2012,590800,1
2012,591131,1
2012,591132,1
2012,600191,1
2012,600310,1
2012,600320,1
2012,600541,1
2012,600590,1
2012,600631,1
2012,600690,1
2012,630539,1
2012,630590,1
2012,630612,1
2012,630619,1
2012,631010,1
2012,631090,1
2012,680100,1
2012,680210,1
2012,680620,1
2012,680800,1
2012,680919,1
2012,680990,1
2012,681011,1
2012,681019,1
2012,681091,1
2012,681140,1
2012,681182,1
2012,681183,1
2012,681189,1
2012,681280,1
2012,690510,1
2012,690590,1
2012,690600,1
2012,691410,1
2012,700320,1
2012,700529,1
2012,700530,1
2012,700800,1
2012,700910,1
2012,700991,1
2012,701020,1
2012,701190,1
2012,701820,1
2012,701939,1
2012,701940,1
2012,701952,1
2012,701959,1
2012,710691,1
2012,710812,1
2012,710813,1
2012,711230,1
2012,711291,1
2012,711292,1
2012,711299,1
2012,720229,1
2012,720299,1
2012,720421,1
2012,720450,1
2012,720610,1
2012,720810,1
2012,720826,1
2012,720837,1
2012,720838,1
2012,720839,1
2012,720851,1
2012,720852,1
2012,720890,1
2012,720915,1
2012,720925,1
2012,720927,1
2012,720990,1
2012,721041,1
2012,721070,1
2012,721114,1
2012,721119,1
2012,721123,1
2012,721129,1
2012,721190,1
2012,721210,1
2012,721220,1
2012,721310,1
2012,721391,1
2012,721410,1
2012,721491,1
2012,721499,1
2012,721550,1
2012,721590,1
2012,721610,1
2012,721661,1
2012,721669,1
2012,721699,1
2012,721720,1
2012,721790,1
2012,721911,1
2012,721933,1
2012,721935,1
2012,722011,1
2012,722211,1
2012,722219,1
2012,722220,1
2012,722230,1
2012,722619,1
2012,722691,1
2012,722699,1
2012,722790,1
2012,722820,1
2012,722830,1
2012,722860,1
2012,722870,1
2012,730419,1
2012,730424,1
2012,730429,1
2012,730431,1
2012,730441,1
2012,730512,1
2012,730520,1
2012,730590,1
2012,730611,1
2012,730621,1
2012,730690,1
2012,730723,1
2012,730799,1
2012,730890,1
2012,731010,1
2012,731021,1
2012,731029,1
2012,731210,1
2012,731300,1
2012,731412,1
2012,731419,1
2012,731449,1
2012,731520,1
2012,731581,1
2012,731589,1
2012,731700,1
2012,732010,1
2012,732020,1
2012,732090,1
2012,732190,1
2012,732620,1
2012,732690,1
2012,740311,1
2012,740400,1
2012,740811,1
2012,740819,1
2012,740821,1
2012,740829,1
2012,741220,1
2012,741510,1
2012,741910,1
2012,741991,1
2012,750110,1
2012,750220,1
2012,750521,1
2012,750720,1
2012,750890,1
2012,760320,1
2012,760421,1
2012,760429,1
2012,760511,1
2012,760521,1
2012,760691,1
2012,760692,1
2012,760711,1
2012,760719,1
2012,760720,1
2012,760810,1
2012,760820,1
2012,760900,1
2012,761010,1
2012,761090,1
2012,761100,1
2012,761210,1
2012,761290,1
2012,761490,1
2012,761520,1
2012,761691,1
2012,761699,1
2012,780191,1
2012,780411,1
2012,790112,1
2012,790700,1
2012,800700,1
2012,810194,1
2012,810197,1
2012,810320,1
2012,810411,1
2012,810490,1
2012,810520,1
2012,810720,1
2012,810790,1
2012,811213,1
2012,811299,1
2012,811300,1
2012,820190,1
2012,820291,1
2012,820530,1
2012,820720,1
2012,820740,1
2012,820770,1
2012,821195,1
2012,830140,1
2012,830150,1
2012,830249,1
2012,830300,1
2012,830400,1
2012,830510,1
2012,830590,1
2012,830790,1
2012,830890,1
2012,831000,1
2012,831120,1
2012,840220,1
2012,840410,1
2012,840490,1
2012,840590,1
2012,840710,1
2012,841013,1
2012,841280,1
2012,841290,1
2012,841319,1
2012,841320,1
2012,841381,1
2012,841520,1
2012,841581,1
2012,841583,1
2012,841710,1
2012,841780,1
2012,841850,1
2012,841899,1
2012,841920,1
2012,841931,1
2012,841960,1
2012,842091,1
2012,842121,1
2012,842199,1
2012,842389,1
2012,842511,1
2012,842549,1
2012,842611,1
2012,842619,1
2012,842820,1
2012,842890,1
2012,842919,1
2012,842930,1
2012,842959,1
2012,843050,1
2012,843069,1
2012,843131,1
2012,843141,1
2012,843210,1
2012,843221,1
2012,843280,1
2012,843290,1
2012,843691,1
2012,843830,1
2012,843840,1
2012,843850,1
2012,843860,1
2012,844110,1
2012,844391,1
2012,844842,1
2012,845690,1
2012,845959,1
2012,846610,1
2012,846692,1
2012,846890,1
2012,847050,1
2012,847090,1
2012,847190,1
2012,847321,1
2012,847329,1
2012,847330,1
2012,847410,1
2012,847439,1
2012,847510,1
2012,847521,1
2012,847629,1
2012,847960,1
2012,847982,1
2012,848020,1
2012,848250,1
2012,848490,1
2012,848640,1
2012,848790,1
2012,850164,1
2012,850240,1
2012,850423,1
2012,850431,1
2012,850432,1
2012,850450,1
2012,850490,1
2012,850519,1
2012,850590,1
2012,850790,1
2012,850990,1
2012,851120,1
2012,851230,1
2012,851290,1
2012,851430,1
2012,851440,1
2012,851590,1
2012,851680,1
2012,851690,1
2012,851718,1
2012,851770,1
2012,851822,1
2012,851829,1
2012,851850,1
2012,852190,1
2012,852290,1
2012,852352,1
2012,852359,1
2012,852910,1
2012,853010,1
2012,853180,1
2012,853210,1
2012,853225,1
2012,853229,1
2012,853521,1
2012,853530,1
2012,853590,1
2012,853610,1
2012,853649,1
2012,853650,1
2012,853669,1
2012,853810,1
2012,853910,1
2012,853990,1
2012,854060,1
2012,854420,1
2012,854430,1
2012,854442,1
2012,854449,1
2012,854460,1
2012,854620,1
2012,854690,1
2012,854810,1
2012,860110,1
2012,860290,1
2012,860310,1
2012,860729,1
2012,870390,1
2012,870490,1
2012,870590,1
2012,870600,1
2012,870891,1
2012,870911,1
2012,870990,1
2012,871420,1
2012,871639,1
2012,871640,1
2012,871680,1
2012,871690,1
2012,890120,1
2012,890200,1
2012,890520,1
2012,890690,1
2012,890790,1
2012,890800,1
2012,900140,1
2012,900580,1
2012,900610,1
2012,900661,1
2012,900669,1
2012,900699,1
2012,900890,1
2012,901060,1
2012,901090,1
2012,901310,1
2012,901710,1
2012,901780,1
2012,901820,1
2012,902221,1
2012,902300,1
2012,902580,1
2012,902810,1
2012,902890,1
2012,902910,1
2012,911220,1
2012,911290,1
2012,911420,1
2012,930591,1
2012,930690,1
2012,940120,1
2012,940130,1
2012,940180,1
2012,940310,1
2012,940389,1
2012,940540,1
2012,940560,1
2012,940592,1
2012,940599,1
2012,940600,1
2012,950430,1
2012,960390,1
2012,961220,1
2012,961390,1
2013,10420,1
2013,10620,1
2013,10690,1
2013,20210,1
2013,40410,1
2013,40819,1
2013,50400,1
2013,50510,1
2013,50590,1
2013,50710,1
2013,50790,1
2013,51000,1
2013,51191,1
2013,51199,1
2013,81290,1
2013,110100,1
2013,110210,1
2013,110319,1
2013,110320,1
2013,110610,1
2013,120791,1
2013,120799,1
2013,120890,1
2013,120991,1
2013,121190,1
2013,140190,1
2013,150100,1
2013,150200,1
2013,150410,1
2013,150420,1
2013,150430,1
2013,151521,1
2013,151590,1
2013,151610,1
2013,152000,1
2013,170290,1
2013,180500,1
2013,180620,1
2013,220710,1
2013,230110,1
2013,230210,1
2013,230230,1
2013,230250,1
2013,230610,1
2013,230630,1
2013,230690,1
2013,230800,1
2013,250510,1
2013,251120,1
2013,251400,1
2013,251611,1
2013,251690,1
2013,251749,1
2013,251830,1
2013,251910,1
2013,251990,1
2013,252010,1
2013,252100,1
2013,252210,1
2013,252220,1
2013,252310,1
2013,252329,1
2013,252390,1
2013,252910,1
2013,253090,1
2013,260112,1
2013,260300,1
2013,261510,1
2013,261590,1
2013,261800,1
2013,261900,1
2013,262190,1
2013,270300,1
2013,270500,1
2013,270600,1
2013,270710,1
2013,270740,1
2013,270791,1
2013,270799,1
2013,270810,1
2013,270820,1
2013,270900,1
2013,271111,1
2013,271114,1
2013,271121,1
2013,271220,1
2013,271390,1
2013,271490,1
2013,280110,1
2013,280200,1
2013,280300,1
2013,280429,1
2013,280440,1
2013,280490,1
2013,280540,1
2013,281121,1
2013,281410,1
2013,281700,1
2013,281810,1
2013,281830,1
2013,282090,1
2013,282120,1
2013,282580,1
2013,282630,1
2013,282690,1
2013,282720,1
2013,282741,1
2013,283322,1
2013,283324,1
2013,283325,1
2013,283329,1
2013,283510,1
2013,283522,1
2013,283650,1
2013,283699,1
2013,283720,1
2013,283919,1
2013,283990,1
2013,284180,1
2013,284310,1
2013,284410,1
2013,284420,1
2013,284450,1
2013,284690,1
2013,284700,1
2013,284800,1
2013,284920,1
2013,290121,1
2013,290122,1
2013,290124,1
2013,290230,1
2013,290243,1
2013,290290,1
2013,290319,1
2013,290331,1
2013,290341,1
2013,290342,1
2013,290345,1
2013,290346,1
2013,290352,1
2013,290362,1
2013,290511,1
2013,290514,1
2013,290516,1
2013,290517,1
2013,290551,1
2013,290629,1
2013,290919,1
2013,290944,1
2013,291040,1
2013,291090,1
2013,291219,1
2013,291230,1
2013,291439,1
2013,291450,1
2013,291461,1
2013,291521,1
2013,291615,1
2013,291619,1
2013,291719,1
2013,291734,1
2013,291736,1
2013,291813,1
2013,291830,1
2013,291891,1
2013,292019,1
2013,292146,1
2013,292249,1
2013,292411,1
2013,292412,1
2013,292512,1
2013,292521,1
2013,292800,1
2013,292990,1
2013,293291,1
2013,293341,1
2013,293353,1
2013,293359,1
2013,293499,1
2013,293740,1
2013,293919,1
2013,293963,1
2013,294120,1
2013,300120,1
2013,300390,1
2013,300510,1
2013,310230,1
2013,310240,1
2013,310260,1
2013,310520,1
2013,310560,1
2013,310590,1
2013,320412,1
2013,320611,1
2013,320740,1
2013,320810,1
2013,321410,1
2013,321490,1
2013,330112,1
2013,340211,1
2013,340212,1
2013,340213,1
2013,340490,1
2013,350211,1
2013,350290,1
2013,350400,1
2013,350520,1
2013,350710,1
2013,360100,1
2013,360200,1
2013,360300,1
2013,370191,1
2013,380130,1
2013,380290,1
2013,380590,1
2013,380610,1
2013,380620,1
2013,380910,1
2013,380992,1
2013,381210,1
2013,381220,1
2013,381230,1
2013,382450,1
2013,382471,1
2013,382476,1
2013,382483,1
2013,382530,1
2013,382561,1
2013,390110,1
2013,390410,1
2013,390421,1
2013,390422,1
2013,390512,1
2013,390519,1
2013,390529,1
2013,390730,1
2013,390740,1
2013,390750,1
2013,390760,1
2013,390791,1
2013,390810,1
2013,390910,1
2013,390920,1
2013,390940,1
2013,391690,1
2013,391721,1
2013,391723,1
2013,391729,1
2013,391731,1
2013,391732,1
2013,391810,1
2013,391890,1
2013,392010,1
2013,392020,1
2013,392030,1
2013,392051,1
2013,392063,1
2013,392093,1
2013,392111,1
2013,392112,1
2013,392190,1
2013,392210,1
2013,392290,1
2013,392329,1
2013,392330,1
2013,392610,1
2013,392630,1
2013,400130,1
2013,400220,1
2013,400280,1
2013,400291,1
2013,400400,1
2013,400610,1
2013,400819,1
2013,400821,1
2013,400829,1
2013,400921,1
2013,400931,1
2013,400942,1
2013,401012,1
2013,401033,1
2013,401035,1
2013,401110,1
2013,401120,1
2013,401162,1
2013,401169,1
2013,401193,1
2013,401490,1
2013,401700,1
2013,410320,1
2013,410411,1
2013,410419,1
2013,410441,1
2013,410449,1
2013,410691,1
2013,410719,1
2013,410791,1
2013,410792,1
2013,411330,1
2013,411390,1
2013,411410,1
2013,411510,1
2013,420600,1
2013,430219,1
2013,430220,1
2013,430230,1
2013,440130,1
2013,440290,1
2013,440341,1
2013,440349,1
2013,440391,1
2013,440392,1
2013,440410,1
2013,440420,1
2013,440610,1
2013,440690,1
2013,440728,1
2013,440791,1
2013,440839,1
2013,441011,1
2013,441012,1
2013,441112,1
2013,441114,1
2013,441192,1
2013,441193,1
2013,441210,1
2013,441300,1
2013,441700,1
2013,441860,1
2013,441879,1
2013,441890,1
2013,470329,1
2013,470620,1
2013,470710,1
2013,470720,1
2013,470730,1
2013,480210,1
2013,480255,1
2013,480257,1
2013,480262,1
2013,480411,1
2013,480431,1
2013,480525,1
2013,480530,1
2013,480591,1
2013,480610,1
2013,480700,1
2013,480830,1
2013,481013,1
2013,481031,1
2013,481092,1
2013,481099,1
2013,481159,1
2013,481190,1
2013,481200,1
2013,481920,1
2013,481950,1
2013,482010,1
2013,482090,1
2013,482390,1
2013,490600,1
2013,490810,1
2013,491110,1
2013,500710,1
2013,510119,1
2013,510219,1
2013,510220,1
2013,510320,1
2013,510521,1
2013,510610,1
2013,511211,1
2013,511219,1
2013,520291,1
2013,520299,1
2013,520300,1
2013,520419,1
2013,520526,1
2013,520614,1
2013,520625,1
2013,520633,1
2013,520635,1
2013,520643,1
2013,520644,1
2013,520819,1
2013,520841,1
2013,520842,1
2013,520912,1
2013,520931,1
2013,520943,1
2013,520949,1
2013,521019,1
2013,521031,1
2013,521041,1
2013,521049,1
2013,521111,1
2013,521119,1
2013,521131,1
2013,521132,1
2013,521139,1
2013,521141,1
2013,521143,1
2013,530921,1
2013,531100,1
2013,540110,1
2013,540120,1
2013,540219,1
2013,540220,1
2013,540233,1
2013,540239,1
2013,540245,1
2013,540251,1
2013,540252,1
2013,540259,1
2013,540262,1
2013,540269,1
2013,540710,1
2013,540720,1
2013,540752,1
2013,540753,1
2013,540771,1
2013,540781,1
2013,540791,1
2013,540793,1
2013,540810,1
2013,540821,1
2013,540823,1
2013,550330,1
2013,550520,1
2013,550630,1
2013,550911,1
2013,550922,1
2013,550942,1
2013,551011,1
2013,551090,1
2013,551211,1
2013,551219,1
2013,551291,1
2013,551313,1
2013,551321,1
2013,551339,1
2013,551349,1
2013,551421,1
2013,551429,1
2013,551449,1
2013,551511,1
2013,551644,1
2013,551693,1
2013,560122,1
2013,560129,1
2013,560221,1
2013,560311,1
2013,560312,1
2013,560392,1
2013,560410,1
2013,560500,1
2013,560600,1
2013,560721,1
2013,560729,1
2013,560741,1
2013,560749,1
2013,560750,1
2013,560790,1
2013,560811,1
2013,560819,1
2013,560890,1
2013,560900,1
2013,580123,1
2013,580220,1
2013,580620,1
2013,580632,1
2013,580639,1
2013,580640,1
2013,581010,1
2013,581099,1
2013,581100,1
2013,590190,1
2013,590210,1
2013,590220,1
2013,590310,1
2013,591110,1
2013,591131,1
2013,591132,1
2013,600191,1
2013,600240,1
2013,600310,1
2013,600390,1
2013,600524,1
2013,600531,1
2013,600590,1
2013,600631,1
2013,600633,1
2013,600641,1
2013,630539,1
2013,630590,1
2013,631010,1
2013,631090,1
2013,660320,1
2013,680100,1
2013,680229,1
2013,680410,1
2013,680510,1
2013,680520,1
2013,680620,1
2013,680800,1
2013,680919,1
2013,680990,1
2013,681011,1
2013,681019,1
2013,681091,1
2013,681189,1
2013,681320,1
2013,681591,1
2013,690490,1
2013,690510,1
2013,690590,1
2013,690990,1
2013,691010,1
2013,691410,1
2013,700232,1
2013,700510,1
2013,700910,1
2013,700991,1
2013,701020,1
2013,701110,1
2013,701190,1
2013,701820,1
2013,701939,1
2013,701952,1
2013,701959,1
2013,701990,1
2013,710700,1
2013,710811,1
2013,711019,1
2013,711230,1
2013,711291,1
2013,711299,1
2013,711810,1
2013,720150,1
2013,720221,1
2013,720229,1
2013,720230,1
2013,720299,1
2013,720410,1
2013,720421,1
2013,720430,1
2013,720510,1
2013,720719,1
2013,720810,1
2013,720826,1
2013,720827,1
2013,720837,1
2013,720838,1
2013,720839,1
2013,720852,1
2013,720890,1
2013,720916,1
2013,720925,1
2013,720990,1
2013,721011,1
2013,721041,1
2013,721050,1
2013,721070,1
2013,721113,1
2013,721114,1
2013,721119,1
2013,721190,1
2013,721210,1
2013,721220,1
2013,721240,1
2013,721310,1
2013,721399,1
2013,721410,1
2013,721491,1
2013,721550,1
2013,721590,1
2013,721621,1
2013,721661,1
2013,721669,1
2013,721691,1
2013,721699,1
2013,721710,1
2013,721720,1
2013,721790,1
2013,721922,1
2013,721923,1
2013,721932,1
2013,721933,1
2013,722011,1
2013,722219,1
2013,722230,1
2013,722410,1
2013,722490,1
2013,722530,1
2013,722611,1
2013,722619,1
2013,722620,1
2013,722699,1
2013,722790,1
2013,722820,1
2013,722830,1
2013,722840,1
2013,722850,1
2013,722860,1
2013,722870,1
2013,722990,1
2013,730240,1
2013,730290,1
2013,730419,1
2013,730441,1
2013,730490,1
2013,730512,1
2013,730520,1
2013,730590,1
2013,730629,1
2013,730661,1
2013,730690,1
2013,730719,1
2013,730723,1
2013,730729,1
2013,730799,1
2013,730810,1
2013,730890,1
2013,731010,1
2013,731029,1
2013,731210,1
2013,731290,1
2013,731300,1
2013,731441,1
2013,731449,1
2013,731581,1
2013,731589,1
2013,731590,1
2013,731700,1
2013,732010,1
2013,732020,1
2013,732090,1
2013,732190,1
2013,732421,1
2013,732620,1
2013,732690,1
2013,740311,1
2013,740811,1
2013,740819,1
2013,740829,1
2013,740911,1
2013,740939,1
2013,741011,1
2013,741022,1
2013,741110,1
2013,741510,1
2013,741910,1
2013,750512,1
2013,750610,1
2013,750720,1
2013,750890,1
2013,760120,1
2013,760410,1
2013,760421,1
2013,760511,1
2013,760612,1
2013,760692,1
2013,760711,1
2013,760720,1
2013,760810,1
2013,760820,1
2013,760900,1
2013,761010,1
2013,761090,1
2013,761100,1
2013,761290,1
2013,761490,1
2013,761520,1
2013,761699,1
2013,780191,1
2013,780600,1
2013,790112,1
2013,790700,1
2013,800300,1
2013,810194,1
2013,810197,1
2013,810330,1
2013,810419,1
2013,810520,1
2013,810720,1
2013,810790,1
2013,811090,1
2013,820110,1
2013,820130,1
2013,820190,1
2013,820530,1
2013,820719,1
2013,820740,1
2013,820750,1
2013,820770,1
2013,820810,1
2013,830140,1
2013,830150,1
2013,830210,1
2013,830230,1
2013,830250,1
2013,830300,1
2013,830400,1
2013,830510,1
2013,830520,1
2013,830590,1
2013,830790,1
2013,830910,1
2013,831000,1
2013,831110,1
2013,831190,1
2013,840140,1
2013,840211,1
2013,840290,1
2013,840310,1
2013,840490,1
2013,840910,1
2013,841011,1
2013,841013,1
2013,841090,1
2013,841239,1
2013,841280,1
2013,841290,1
2013,841381,1
2013,841583,1
2013,841720,1
2013,841891,1
2013,841899,1
2013,841931,1
2013,841939,1
2013,841950,1
2013,842111,1
2013,842121,1
2013,842191,1
2013,842199,1
2013,842230,1
2013,842389,1
2013,842549,1
2013,842611,1
2013,842630,1
2013,842810,1
2013,842833,1
2013,842959,1
2013,843020,1
2013,843039,1
2013,843131,1
2013,843139,1
2013,843142,1
2013,843210,1
2013,843221,1
2013,843240,1
2013,843280,1
2013,843290,1
2013,843840,1
2013,843890,1
2013,843930,1
2013,844140,1
2013,844391,1
2013,844629,1
2013,844842,1
2013,845190,1
2013,845390,1
2013,845620,1
2013,845690,1
2013,845819,1
2013,846510,1
2013,846620,1
2013,846692,1
2013,846693,1
2013,846694,1
2013,847021,1
2013,847030,1
2013,847149,1
2013,847310,1
2013,847321,1
2013,847431,1
2013,847480,1
2013,847490,1
2013,847510,1
2013,847529,1
2013,847621,1
2013,847689,1
2013,847690,1
2013,847890,1
2013,847982,1
2013,848030,1
2013,848050,1
2013,848130,1
2013,848250,1
2013,848420,1
2013,848490,1
2013,850120,1
2013,850134,1
2013,850151,1
2013,850212,1
2013,850240,1
2013,850300,1
2013,850421,1
2013,850423,1
2013,850431,1
2013,850432,1
2013,850450,1
2013,850490,1
2013,850590,1
2013,850720,1
2013,850990,1
2013,851120,1
2013,851390,1
2013,851490,1
2013,851590,1
2013,851680,1
2013,851690,1
2013,851769,1
2013,851821,1
2013,851822,1
2013,851850,1
2013,851890,1
2013,852110,1
2013,852190,1
2013,852290,1
2013,852610,1
2013,852729,1
2013,852841,1
2013,853110,1
2013,853120,1
2013,853180,1
2013,853190,1
2013,853225,1
2013,853339,1
2013,853340,1
2013,853530,1
2013,853590,1
2013,853649,1
2013,853650,1
2013,853710,1
2013,853810,1
2013,853929,1
2013,853990,1
2013,854091,1
2013,854411,1
2013,854419,1
2013,854420,1
2013,854430,1
2013,854442,1
2013,854460,1
2013,854519,1
2013,854620,1
2013,854690,1
2013,854790,1
2013,854810,1
2013,860721,1
2013,860791,1
2013,860900,1
2013,870600,1
2013,870810,1
2013,870870,1
2013,870891,1
2013,870990,1
2013,871000,1
2013,871492,1
2013,871620,1
2013,871639,1
2013,871690,1
2013,890130,1
2013,890400,1
2013,890520,1
2013,890800,1
2013,900140,1
2013,900699,1
2013,900840,1
2013,900890,1
2013,901010,1
2013,901710,1
2013,901820,1
2013,901910,1
2013,902810,1
2013,902830,1
2013,903033,1
2013,903180,1
2013,903220,1
2013,903300,1
2013,910690,1
2013,910919,1
2013,911440,1
2013,930120,1
2013,930521,1
2013,930630,1
2013,930690,1
2013,940120,1
2013,940130,1
2013,940320,1
2013,940330,1
2013,940540,1
2013,940560,1
2013,940592,1
2013,940599,1
2013,940600,1
2013,960390,1
2013,961220,1
2014,10519,1
2014,10620,1
2014,20110,1
2014,20210,1
2014,40410,1
