,j,cs,ns,cn,nn
2012,GW,1486.087,1659.063,52373.853,87295.768
2012,GY,12192.87689,18602.43162,280295.47613,878013.36627
2012,HK,2299809.11858,3881644.75351,124528153.901,238591335.778
2012,HN,41909.81233,133969.27493,1177409.63446,4884302.06073
2012,HR,1305195.75162,424328.80099,3653809.70379,8142614.24058
2012,HT,16054.755,17597.737,415910.892,1189632.738
2012,HU,8867747.32673,4660253.23328,13608049.6278,45063532.8177
2012,ID,4515013.59513,5795565.92328,33313017.444,104364817.351
2012,IE,534813.47078,2107467.05233,11736141.8929,28071685.8722
2012,IL,618406.50748,2460660.04844,9467719.55863,32968840.3424
2012,IN,27281210.1457,10447750.0185,208946619.263,179263550.801
2012,IO,0.0,0.0,9228.214,14321.431
2012,IQ,173150.162,1673906.981,4947456.4,14639429.938
2012,IR,894777.2,3793653.736,11860474.391,26980618.697
2012,IS,51265.16919,71692.80143,645444.33208,2680437.06308
2012,IT,25534128.7387,16461760.8666,112246070.268,209554477.144
2012,JM,9489.7422,14898.49999,1753898.18982,1983911.88518
2012,JO,473034.82294,1386741.18925,4758381.33187,8667566.71136
2012,JP,18242217.5422,21651712.5134,193276986.09,372291480.08
2012,KE,330840.68,930868.965,1727574.813,5965273.367
2012,KG,146551.61303,365974.26242,615392.77118,2440349.34582
2012,KH,46895.94031,157962.92099,2153032.41504,6409255.78368
2012,KI,355.076,1091.358,13755.796,34468.275
2012,KM,10821.231,5622.664,64767.539,183314.155
2012,KN,1554.22,7473.128,31925.099,102515.147
2012,KP,37533.19,213781.111,1116115.436,1833372.638
2012,KR,15395325.1957,13381555.8631,146213028.163,259411643.843
2012,KW,179016.121,524542.537,2047240.746,10738518.83
2012,KY,72.185,37577.091,157810.557,365110.063
2012,KZ,5152585.93163,9095438.87807,3876154.67244,14736174.8119
2012,LA,5737.028,16612.606,752908.896,2861175.456
2012,LB,206279.13518,1984957.65676,3147344.70835,6894328.8922
2012,LC,412.492,861.901,1406595.145,126999.083
2012,LK,1292395.19626,2130540.78838,2604372.3363,7108129.10693
2012,LR,162709.225,182808.333,1432793.002,3567615.944
2012,LT,8920497.27941,1984421.82599,2594578.88971,10035892.5544
2012,LV,1220159.30854,1551226.90523,3076366.42012,6161167.47473
2012,LY,25744.64,794547.756,2114917.455,6867629.776
2012,MA,830939.25,1366196.882,4351561.5,20223752.927
2012,MD,307812.45975,695111.11364,450154.58756,1534433.61422
2012,MG,37185.25318,90037.25888,333254.42921,1206060.42539
2012,MH,49642.684,114033.266,2444986.312,2061892.654
2012,ML,28820.65199,151246.80875,585476.51453,1313099.03937
2012,MM,88374.683,353900.641,2959487.778,7236677.857
2012,MN,90698.336,347569.12,809514.97,2585397.109
2012,MO,12128.64912,11707.49714,711555.30148,2756645.55729
2012,MP,0.0,21.288,2367.885,12490.635
2012,MR,12718.15617,78377.00968,531840.58529,1881341.279
2012,MS,0.0,36.995,6001.51055,11030.80495
2012,MT,41968.49099,269552.22352,1585732.12789,4387336.00944
2012,MU,36892.76607,150238.116,748313.39318,2218743.42747
2012,MV,29011.27493,65878.52529,193951.03122,383693.49251
2012,MW,31527.12569,145160.09527,369489.94285,1119625.13762
2012,MX,887286.31332,4268672.90923,57336866.2113,219378458.496
2012,MY,1381387.75952,3189509.3172,35120550.8063,107387498.362
2012,MZ,66168.4498,263825.93893,936510.97545,3567386.9758
2012,NC,4424.74535,39141.96107,366118.5542,1334463.08553
2012,NE,8384.40264,75653.06034,210255.20317,903452.21651
2012,NF,143.282,1749.416,2769.262,4789.564
2012,NG,694731.63561,1773615.09948,5943198.1428,22489392.8873
2012,NI,19181.28602,179042.25624,1209608.92005,2717606.16833
2012,NL,44804095.2554,12192651.9851,108061923.189,231722720.78
2012,NO,2614589.04562,2872531.02238,16907250.5164,43077794.0865
2012,NP,788425.93751,1485209.89693,518073.7733,1074763.15789
2012,NR,10.229,141.358,7214.723,9860.796
2012,NU,0.0,0.0,1814.819,3776.922
2012,NZ,400457.29226,232889.01253,7752602.45523,17893924.3854
2012,OM,376101.69478,1121289.28771,4218699.78148,15614732.7039
2012,PA,575129.30096,174759.70321,5476569.16051,13609647.8944
2012,PE,1206590.16742,781628.39029,8107308.60965,23750567.8466
2012,PF,2834.34421,23336.42027,177197.31433,561217.37148
2012,PG,21808.07357,27951.63278,1948000.039,4192382.36241
2012,PH,1323877.834,734364.026,11322900.306,41294476.693
2012,PK,642118.01915,1417488.85951,9620293.06987,19283026.1513
2012,PL,19175990.5718,5813841.39511,30950923.5047,103127307.509
2012,PM,13.336,269.339,8262.463,18652.062
2012,PN,8.018,0.0,3547.033,1077.049
2012,PT,1144513.71308,1880558.10089,17308353.0942,31470603.7268
2012,PW,0.0,0.0,1727.138,14320.744
2012,PY,55296.9791,131960.85817,1624176.82616,5065290.19378
2012,QA,84503.453,403112.754,2105551.654,11172340.103
2012,RO,3257990.09954,2141203.2732,14113023.1433,35342686.97
2012,RU,5428054.31055,18096486.9811,33571658.1713,177081253.138
2012,RW,83516.54359,127252.60334,334203.03215,867614.21188
2012,SA,940103.81,5653351.788,23863452.095,83691050.641
2012,SB,322.322,406.375,46799.37,140862.792
2012,SC,6965.255,15238.303,94780.232,187818.282
2012,SE,8238249.90183,3891586.02734,28155669.8052,75377056.5477
2012,SG,2195988.89284,3973315.19591,75863770.2317,127444337.56
2012,SH,50.893,28.642,14279.334,41588.045
2012,SI,486475.45526,685095.55899,4671187.21307,13693396.2749
2012,SK,8098612.71844,3598806.32295,10156811.9935,37352989.6698
2012,SL,42228.394,65795.566,171353.533,580920.4
2012,SM,6290.659,13046.076,65236.735,115673.086
2012,SN,925980.11383,426086.57517,640327.25019,2891305.33873
2012,SO,16523.743,53234.633,76844.444,232660.509
2012,SR,20580.90516,33645.55731,302655.98921,977297.04799
2012,ST,448.36749,1740.07744,17990.41026,50880.53341
2012,SV,39550.50065,99319.86222,1771595.12928,4633426.38515
2012,SY,191452.139,882548.594,744986.858,3056701.0
2012,TC,392.576,402.797,28721.9086,62186.38115
2012,TD,4412.531,25582.934,110935.533,340541.874
2012,TF,853.883,1983.972,7029.114,13490.786
2012,TG,131531.06878,156930.96777,829325.3238,2593227.96888
2012,TH,2830530.25666,4965789.4222,75395353.5206,119691705.363
2012,TJ,103932.982,280356.333,372941.384,1447155.156
2012,TK,3.071,1.188,4273.534,39293.09
2012,TM,348427.178,1174988.209,1170783.254,3460112.265
2012,TN,286285.78009,981899.94096,4310612.79211,14166570.0448
2012,TO,422.31124,651.31346,23403.49101,68272.63625
2012,TP,2189.93,853.394,76794.95,330670.585
2012,TR,6458319.28468,17827427.726,32576264.8026,111221867.946
2012,TT,209116.398,46403.085,1187546.335,2992302.241
2012,TV,1857995.74446,977785.79756,2938472.46765,7861185.42538
2012,TW,1127069.007,2894877.378,224095639.725,141205533.154
2012,TZ,356754.69928,843676.28881,1436724.65353,4761341.68441
2012,UA,17198122.7399,9657031.35645,8639880.72517,26102132.1692
2012,UG,271388.08003,675725.06957,496629.83849,2099976.60368
2012,US,30159305.6415,30388580.495,485867865.194,1032249688.58
2012,UY,709787.84722,280241.62794,2395115.18104,5272182.5805
2012,UZ,557689.832,1689026.138,1263149.293,4968887.439
2012,VC,187.74378,8343.54989,65323.04666,133005.0114
2012,VE,593716.329,678338.285,7496365.714,28707402.072
2012,VG,198654.958,69735.692,89115.156,1464625.056
2012,VN,692035.61647,2643237.03805,19282405.8018,55197780.3049
2012,VU,1118.139,41737.31,32206.995,103166.288
2012,WF,0.0,0.0,4380.559,11502.162
2012,WS,126.48773,2591.65549,59574.29148,108898.72617
2012,YE,85734.25783,865328.19037,1257893.10203,5140911.44558
2012,ZA,6262523.96881,4035219.54595,32261265.1245,51986477.5463
2012,ZM,90278.46591,200734.07041,2722163.46922,4478676.37763
2012,ZR,31910.162,88415.986,1088737.446,2968165.322
2012,ZW,55770.46927,285907.0393,825187.59644,3452367.81307
2013,531,8988.816,40502.359,98503.621,345988.682
2013,534,509.805,12158.271,29449.476,135543.365
2013,535,19.522,78.879,7991.017,17519.748
2013,652,0.0,0.0,12856.502,23578.047
2013,728,8464.896,30998.215,62491.963,160766.444
2013,729,119801.837,490783.897,979977.241,3335930.931
2013,AD,689.57217,12004.84563,91336.33958,350066.31024
2013,AE,5470591.221,30262343.051,17881189.834,88586940.173
2013,AF,840795.517,656567.142,428246.428,1682271.15
2013,AG,3220.68264,19624.43106,46158.61762,420397.36683
2013,AI,828.173,2208.28,11524.482,38934.648
2013,AL,17765.82774,59788.10907,653620.95142,1960812.12726
2013,AM,17131.63725,122927.30685,939648.79368,1930325.26722
2013,AO,180942.439,1150123.028,4043609.871,9111671.672
2013,AR,611256.83219,4041761.52964,14453027.7321,42210343.5026
2013,AS,102.687,992.297,28479.961,56939.662
2013,AT,608569.95211,3972786.8287,32369860.369,89324614.7558
2013,AU,2340293.83481,19154144.4024,39809883.5492,95897689.0608
2013,AW,3764.04506,39925.56731,481103.33374,388143.62257
2013,AZ,142715.75172,1449416.34624,2281036.28022,8259706.03364
2013,BA,29533.7959,130074.87678,2339476.34216,4323685.26411
2013,BB,7627.493,64418.102,143936.091,309367.008
2013,BD,1190015.174,5566679.27,4314464.793,16090670.411
2013,BE,5796851.88028,26690642.5941,94513861.1288,210737099.65
2013,BF,53596.69911,218819.08351,659524.19773,1518868.62671
2013,BG,131105.98788,630879.77018,12406394.9389,13928726.6849
2013,BH,380339.84172,1271159.27887,9356301.46118,4863885.69713
2013,BI,5575.45717,36212.09247,111517.86297,325487.06231
2013,BJ,64622.53509,161439.42252,704602.04478,2811041.11737
2013,BM,5545.55042,16868.03032,79150.84528,1867312.10606
2013,BN,71657.08881,1627069.80477,675004.03848,1882293.41446
2013,BO,98055.53929,689336.73683,1522677.81907,4697338.78049
2013,BR,2848213.26812,15112525.4255,47637611.0235,128826513.311
2013,BS,23386.72297,240902.70924,928819.83407,2515412.89032
2013,BT,38141.896,52815.316,25837.041,48405.243
2013,BY,101091.84013,530856.36239,16815679.8556,16576744.6613
2013,BZ,23001.17455,70929.63313,114949.34397,404566.01459
2013,CA,6103735.68986,30550764.1099,79057864.3602,214020537.255
2013,CC,53.475,0.0,706.861,23576.006
2013,CF,3556.27088,8173.69754,27969.0092,90394.11185
2013,CG,68211.475,151662.04,645476.885,2019006.194
2013,CH,1504899.57602,11458200.8557,38546688.7494,148749086.999
2013,CI,112048.28446,500615.21852,6552422.24479,3381004.52184
2013,CK,22.545,1578.601,24699.916,41000.706
2013,CL,1463691.92111,4552461.72667,14808626.9252,34808079.9279
2013,CM,54008.513,178979.776,2157548.05,2820589.964
2013,CN,33702318.0161,160540508.009,362448868.862,918443955.364
2013,CO,1203022.02658,4943369.44279,6953383.59555,28697880.4674
2013,CR,274333.89369,1080246.16615,2582119.17863,8107251.24328
2013,CU,116694.136,290773.581,945184.022,3644309.055
2013,CV,768.50732,12683.02812,102180.8431,242415.04479
2013,CX,0.0,0.0,7469.91,18345.28
2013,CY,46500.96549,230433.14813,1052981.36169,3454165.7207
2013,CZ,948812.56916,4832143.42842,29976171.2658,79128638.8337
2013,DE,14980750.2051,60020067.5475,236482331.605,537936852.239
2013,DJ,36505.853,185321.721,336511.756,1237731.78
2013,DK,912226.21089,2631876.90012,16989490.9279,41923622.5761
2013,DM,2124.86,10325.231,27229.493,86492.167
2013,DO,552569.68142,698855.40584,2610371.63672,7029593.25782
2013,DZ,350754.86142,2347570.20926,7151796.06144,32917433.0725
2013,EC,419957.46669,1981034.69715,3233712.7339,13287697.3505
2013,EE,223336.57146,760431.37652,3126435.35376,9696946.14811
2013,EG,821257.55367,3804017.87466,11572489.4071,36947961.3699
2013,ER,10176.422,14751.798,63525.71,226445.174
2013,ES,9508407.09264,11557142.6081,86637243.6185,127852068.022
2013,ET,319418.63636,1176100.68415,1563676.9536,4945154.63486
2013,FI,654008.2674,2459340.9311,21455792.7185,31057141.1352
2013,FJ,20168.28434,108029.33541,252185.74844,1330199.04247
2013,FK,23894.313,36317.659,521.684,1716.857
2013,FM,1108.877,6752.729,13620.77,18276.858
2013,FR,6709156.06589,26885089.366,139696958.91,303383944.382
2013,GA,26424.742,131685.387,763419.19,1681273.586
2013,GB,1982959.14601,14910710.4064,118596927.836,298368932.581
2013,GD,1721.771,7290.958,15796.131,65674.979
2013,GE,24615.65437,407890.11632,1432791.77329,3506361.47083
2013,GH,258391.45313,877405.47969,4274028.5385,6785191.80692
2013,GI,19915.452,222925.059,470334.139,532477.387
2013,GL,3403.31576,9011.79906,113430.74348,253530.59919
2013,GM,13007.77803,66952.77818,114305.65187,452949.25326
2013,GN,36246.71249,160820.45364,548633.38035,1180360.40013
2013,GQ,14699.215,70797.759,463103.884,1533459.1
2013,GR,264194.8533,905191.12537,21838664.0052,17750769.037
2013,GT,450446.42997,1156219.02514,2223338.26013,7078346.3892
2013,GU,3230.915,69354.895,12621.669,56978.09
2013,GW,1191.292,1903.032,42235.091,87077.258
2013,GY,31758.78449,111553.44607,239318.55456,876150.54602
2013,HK,4030700.31755,38639692.9276,32672485.2303,370287184.326
2013,HN,99911.847,390918.032,1269283.626,4412116.532
2013,HR,39704.61404,198468.11251,5674739.73547,8742154.93441
2013,HT,27492.843,99456.265,527242.588,1307108.744
2013,HU,431066.73258,3298733.84092,21776210.4679,54367171.5762
2013,ID,4413441.02064,18362190.5486,37655785.9364,86214136.111
2013,IE,4420666.75652,8997864.27661,7738846.35547,24705268.6837
2013,IL,518274.47605,3419924.86194,8517013.9448,31739750.4264
2013,IN,7219509.52137,14879384.3133,181121878.216,200958879.362
2013,IO,0.0,247.163,7983.224,2881.321
2013,IQ,291842.869,1516143.691,6594924.522,17729216.443
2013,IR,417368.835,2435491.176,6426400.641,25226355.79
2013,IS,53716.85535,211390.90105,695265.31934,2136672.59916
2013,IT,3479067.53461,14387374.9856,128294242.481,205239234.13
2013,JM,185715.64855,255515.8784,1331831.06886,1824612.66977
2013,JO,192837.56077,1002426.21184,5512421.26415,10247237.9383
2013,JP,4212356.71181,12884273.664,267951314.357,302083680.483
2013,KE,611314.78065,1963767.23202,2650383.03961,6527382.12633
2013,KG,6020.90343,250186.43412,1249970.67891,2657804.70647
2013,KH,81272.31965,344664.47353,2146882.40387,8848031.6332
2013,KI,4820.343,4144.344,12598.708,34547.942
2013,KM,13443.003,10205.444,98316.356,224132.385
2013,KN,822.11,7945.632,23766.304,191698.904
2013,KP,5361.193,139016.068,1409172.724,1764359.63
2013,KR,14929066.9361,55159171.6075,164523697.844,195397499.607
2013,KW,517425.90997,3197420.02525,4612723.25905,13414484.5943
2013,KY,957.919,19744.048,85661.008,382029.078
2013,KZ,166121.51551,1765122.73253,10201898.9825,24848874.7244
2013,LA,11765.174,153777.675,953799.959,3424438.409
2013,LB,119554.02954,916496.95354,2425804.63343,8500204.29748
2013,LC,2150.391,17049.025,125152.213,93759.92
2013,LK,877797.20174,3289021.34681,3137747.34632,6357207.08176
2013,LR,24950.166,47880.692,231364.518,4542076.043
2013,LT,222503.73157,565318.63884,11802920.9332,12719035.6057
2013,LV,190078.24784,214331.44167,2774142.88692,7487342.18164
2013,LY,131074.082,673292.616,3010921.967,9854179.623
2013,MA,192784.868,1021143.539,5902917.853,20859440.603
2013,MD,15124.89392,108788.5819,764027.11818,2463847.45834
2013,MG,62888.43106,123993.25355,372948.4128,1169934.24047
2013,MH,3881.396,5163.697,119430.013,8157598.815
2013,ML,24873.864,107097.69,419449.961,1207786.599
2013,MM,153053.149,1420903.754,3455241.004,7912204.136
2013,MN,32627.40424,462069.55772,937900.93914,2384634.85206
2013,MO,26081.482,144735.482,876710.097,2909234.095
2013,MP,1081.019,8976.173,3045.235,5730.718
2013,MR,46696.93184,141617.60719,1433909.74247,2025075.38597
2013,MS,285.24534,12351.51694,4944.92968,15872.6422
2013,MT,116463.04485,321221.87446,793281.71947,3798738.66852
2013,MU,59785.69429,365433.71513,565274.18871,1901905.24774
2013,MV,34500.68392,72966.61234,144497.99749,546894.13428
2013,MW,78407.79818,324322.84609,545829.57897,1212223.94154
2013,MX,2531209.67636,16613831.1074,55891304.8633,217293585.021
2013,MY,4534285.87715,16408888.7646,31045041.0264,98798279.521
2013,MZ,139012.53421,865648.81108,1218690.58713,4098956.85042
2013,NC,17838.75632,83992.39909,350713.93548,1218945.83234
2013,NE,15028.58021,105529.67983,258191.82839,885752.63099
2013,NF,0.0,1718.297,2354.088,10612.034
2013,NG,988336.93726,3891869.69282,7182240.34409,22049973.2017
2013,NI,161420.65729,437480.11575,1161932.50276,2349560.63664
2013,NL,14544787.9765,26592343.0933,127417022.461,229052589.912
2013,NO,1350168.76998,5083130.55322,15183165.8903,45789789.4406
2013,NP,932072.64577,1639536.85278,248944.31505,1620965.38467
2013,NR,26.837,1315.566,65607.921,23306.487
2013,NU,850.492,126.965,1114.366,4242.13
2013,NZ,293925.41322,3054188.82777,8090322.25176,16059193.7254
2013,OM,752335.6258,4247684.56284,4694139.04473,14045674.6791
2013,PA,132421.14165,966699.80087,10478389.4222,12192787.787
2013,PE,808609.69221,2928520.07116,8466062.1235,21336776.1581
2013,PF,5588.37382,80713.119,184981.28062,585689.57403
2013,PG,48725.714,306907.393,1339455.019,2292657.547
2013,PH,1693165.316,7805959.659,12357430.147,38978638.126
2013,PK,1040193.82576,3142672.62621,10445398.0097,18889378.0691
2013,PL,1524309.64746,6304782.5363,50759959.5455,109828019.734
2013,PM,46.921,39.066,8923.918,35109.639
2013,PN,352.511,220.931,125.253,1707.21
2013,PT,436256.89753,2188381.26126,21397067.123,32061771.954
2013,PW,2794.424,13376.124,3349.163,18675.669
2013,PY,45540.1432,454772.48638,1731733.21341,5307149.4964
2013,QA,455156.66345,3664412.53406,4926148.32967,12221139.163
2013,RO,464661.60795,1583896.69336,16869879.8888,37490376.7768
2013,RU,2035976.14812,18566004.2426,41223102.0304,166734425.971
2013,RW,46704.26594,211516.68087,380683.57475,867039.5797
2013,SA,3272294.6157,13052809.2166,25166537.5177,82573877.3772
2013,SB,2050.016,22372.056,36262.197,101247.496
2013,SC,14041.313,60325.478,79014.835,248308.136
2013,SE,2560493.4067,6179405.00851,30970431.4944,69304219.4361
2013,SG,4270964.77336,20384716.6274,61532224.7205,128802827.905
2013,SH,5993.555,11483.32,6774.522,18856.872
2013,SI,166214.49387,671102.37554,5588290.90147,14319181.7604
2013,SK,252111.52887,1357958.95938,19161673.5277,42360396.4481
2013,SL,70497.128,94863.893,185104.432,388365.766
2013,SM,171.14,2244.617,82766.295,101242.353
2013,SN,55653.08305,304633.1396,1408538.36949,2963690.65355
2013,SO,42012.606,41052.161,304886.369,405457.67
2013,SR,22706.01472,122342.31979,397531.11122,1153167.71673
2013,ST,370.58681,1294.82198,21654.8742,49358.82342
2013,SV,197501.43682,516981.95612,1264511.88861,4520443.23173
2013,SY,34617.653,125971.612,679597.314,2849492.545
2013,TC,76.714,4051.126,17529.41,51638.477
2013,TD,13034.199,54596.464,204946.606,611248.491
2013,TF,0.0,69.419,4830.366,18478.007
2013,TG,60894.32575,317707.64456,717805.36898,2166417.69055
2013,TH,10458038.3677,34766124.2952,63024908.8051,96007364.2831
2013,TJ,2050.832,5493.772,711419.158,1603132.73
2013,TK,0.0,174.472,221401.818,5026.957
2013,TM,24471.832,112133.736,1933723.486,4067365.115
2013,TN,141908.7799,788778.47229,5842168.51429,14239429.1594
2013,TO,1541.21671,7561.55489,20542.25326,76238.74662
2013,TP,163.621,5725.765,96741.335,165507.632
2013,TR,2071704.54118,11631651.67,36082635.2885,136189117.938
2013,TT,73514.91,431820.541,2426909.761,2219254.216
2013,TV,84583.96544,380318.5898,5435023.29247,9631286.25489
2013,TW,5946764.244,28712527.234,216799187.112,121628879.923
2013,TZ,423933.60664,1040258.00614,1362100.385,4500382.95302
2013,UA,302132.80762,2024073.77843,23072739.721,31694153.4837
2013,UG,171767.60213,666797.58219,590660.33725,2033652.47017
2013,US,80062373.8255,312015054.838,405794804.196,766467959.638
2013,UY,310998.78879,394674.76508,3085109.99533,5665566.40535
2013,UZ,54869.961,170522.958,2339411.574,7262019.328
2013,VC,8224.178,10628.196,89421.758,107664.251
2013,VE,528300.596,1815830.84,6469717.96,20217942.98
2013,VG,913.575,7646.343,156371.584,1189362.653
2013,VN,3481538.19646,9761510.13583,20724341.8321,71033550.9448
2013,VU,1478.375,3648.564,37221.211,197298.043
2013,WF,11.003,3.139,5268.96,13527.96
2013,WS,2744.7439,12655.43466,59997.27059,124440.44028
2013,YE,186467.71785,865304.91214,1408601.91833,5674718.93998
2013,ZA,2428750.51865,9499151.26869,25522274.7902,50976912.7236
2013,ZM,203276.74727,796598.55925,3107146.39631,4236129.44152
2013,ZR,50501.241,146383.934,1495200.672,3128190.569
2013,ZW,67143.76274,339610.8863,843684.02684,2789448.01766
2014,531,2990.269,22476.467,141190.465,485079.139
2014,534,1.187,103.713,38068.415,129033.026
2014,535,4.646,164.605,7300.503,14351.087
2014,652,1.508,0.0,800.695,4098.504
2014,728,3145.168,20879.689,75528.961,248114.479
2014,729,95232.29,381595.294,857763.829,3117060.478
2014,AD,363.70675,738.02025,88999.68761,527617.07592
2014,AE,3008774.283,10645548.615,21452147.715,104739903.761
2014,AF,449209.21,769648.494,305712.148,1567166.137
2014,AG,186.23541,188744.90767,65981.34991,212018.50323
2014,AI,24.501,19.616,9567.85,20670.091
2014,AL,11205.3251,20206.38225,651994.09206,1581246.39515
2014,AM,28340.59111,40152.47359,908352.16814,1964788.36985
2014,AO,55417.576,253746.557,4574718.418,12310402.933
2014,AR,729315.24237,740575.37723,13807422.9908,38253614.2802
2014,AS,141.927,31.028,37474.961,23609.629
2014,AT,1409025.03309,1902806.71891,32525708.7563,89058863.2494
2014,AU,1890300.06675,1982823.13426,39244165.4826,108664699.901
2014,AW,286.489,2660.559,1114860.23475,785080.95225
2014,AZ,30360.24158,73759.42835,2448054.68458,8182679.9353
2014,BA,38833.22811,156746.94409,2551657.81628,4576802.14117
2014,BB,1236.783,51926.75,129802.046,358156.662
2014,BD,882394.957,5043475.81,5228257.377,19024148.881
2014,BE,1918886.32555,5723046.1594,88894737.9569,228082153.097
2014,BF,69502.76483,179161.51789,524058.90389,1121309.48988
2014,BG,398713.34182,562513.63285,10677335.9285,14772045.5146
2014,BH,117772.02497,293873.54788,8846518.72545,7084082.83584
2014,BI,4544.56394,11642.11066,122718.26991,318548.39054
2014,BJ,167118.09729,166279.42708,706754.9974,3404159.59485
2014,BM,38.93755,2193.65067,244838.58979,2365821.75992
2014,BN,4297.51624,28792.39162,608466.39497,2187666.15953
2014,BO,141353.90669,417975.54879,1550205.66962,5902860.03239
2014,BR,9905615.76192,3270747.47744,41193991.9163,130462385.559
2014,BS,1009.7038,443711.22285,2159983.68639,3232102.61112
2014,BT,39392.009,48598.011,7663.173,40529.942
2014,BY,538909.63584,1205046.25347,15770909.0838,13210828.7115
2014,BZ,16174.1996,8457.22342,165492.23362,493145.98063
2014,CA,844778.94743,4851741.79405,81785594.5558,244891062.639
2014,CC,0.0,2.805,1035.63,7566.649
2014,CF,23053.4304,5442.08185,46093.73088,163340.40886
2014,CG,38372.59574,145789.08215,949344.89957,2646891.96722
2014,CH,1497728.29836,6859263.333,34040520.014,169000667.316
2014,CI,2296856.10524,251312.08248,1754480.78628,4511576.09285
2014,CK,0.0,34.719,16880.954,40679.355
2014,CL,736284.55858,1174259.64073,14580707.5567,32358278.5862
2014,CM,1366977.36326,102919.14319,1171903.3797,3295006.56307
2014,CN,12438514.6114,17645277.9136,393427191.16,958036323.09
2014,CO,490471.63266,1244376.03821,7721240.45758,34975338.7586
2014,CR,25413.282,72904.41,1904075.551,6409292.572
2014,CU,7402.404,29969.235,1097627.225,3097234.852
2014,CV,438.68815,6772.51616,133997.59551,290194.10142
2014,CX,0.0,0.0,6280.352,14885.733
2014,CY,35185.72333,243276.14973,696481.14139,2507753.98014
2014,CZ,3196604.97435,6801735.47148,29072672.2836,83438050.9809
2014,DE,18442584.237,31021900.5461,226749338.045,590797339.4
2014,DJ,33920.046,108351.899,461600.371,1317765.884
2014,DK,1255848.13979,1759666.5456,16458715.882,45101781.9221
2014,DM,515.394,5555.691,25868.551,93134.244
2014,DO,75676.86197,111155.79341,3246399.51734,7959752.09837
2014,DZ,190908.49992,1394264.52034,9483407.83288,36301224.0512
2014,EC,475050.53438,545170.79976,5821154.80913,12780748.5907
2014,EE,179065.44292,828199.61033,2793344.31999,9153318.53673
2014,EG,417329.66831,1810714.90495,12999813.7812,49309293.1291
2014,ER,5134.679,7705.014,46272.555,180256.586
2014,ES,10413892.3339,5319173.25018,85948104.9578,148306610.632
2014,ET,187724.36939,661921.20237,2298601.88232,7125942.52333
2014,FI,767124.40801,1037184.05401,19782648.0616,33365364.7147
2014,FJ,15305.75962,23421.04454,343866.31216,1374378.40609
2014,FK,0.0,17.263,16481.047,94604.534
2014,FM,3.597,53.433,12946.512,24710.336
2014,FR,8970507.57361,8173653.17017,133098325.11,316916451.415
2014,GA,10181.276,15555.287,655845.978,2256155.097
2014,GB,6731884.97929,12705810.769,110740044.272,326982365.096
2014,GD,431.386,899.713,18118.237,71337.934
2014,GE,28311.69719,49484.7187,1712100.44309,3782438.69856
2014,GH,761941.83,844747.206,1923895.786,5159801.467
2014,GI,4238.151,50700.947,293334.919,718491.503
2014,GL,341.69046,295.86296,94981.10551,280601.21481
2014,GM,13802.48658,63166.88434,131360.44659,504414.0223
2014,GN,60403.73772,128201.2734,496963.79435,1341840.21526
2014,GQ,1550.98,83746.309,434890.784,971766.811
2014,GR,157898.76074,591176.20966,20680713.7108,19689542.0195
2014,GT,62535.11737,186700.05373,2629060.93589,8529990.95977
2014,GU,85.688,297.283,19184.497,133598.458
2014,GW,2191.602,5709.678,32661.138,99596.248
2014,GY,9639.71188,15920.02666,309634.44652,677011.80572
2014,HK,250577.02123,1893896.19191,34639021.0234,375729273.94
2014,HN,70441.19552,84851.43899,1216215.07021,4528011.51866
2014,HR,224967.97707,299369.66354,4855209.26429,9385334.79785
2014,HT,11575.666,22995.604,489344.291,1629387.341
2014,HU,1094814.25672,2473745.4999,22855156.2004,57423593.1553
2014,ID,4129783.94561,2961489.05992,36186221.1763,96568162.0062
2014,IE,411152.92532,1019516.48606,11381498.0756,35413952.0482
2014,IL,253057.69394,894295.39861,10248622.0097,36103404.2797
2014,IN,15380404.4305,2699617.02662,166761403.062,216750898.262
2014,IO,0.0,0.0,4325.774,1352.411
2014,IQ,59196.425,344329.488,6549116.583,15883055.637
2014,IR,672831.15,2020957.292,8670846.044,30273449.254
2014,IS,20540.79642,69842.29798,1099254.57911,2339608.36694
2014,IT,4662983.9582,8895293.82049,115462983.336,218472021.792
2014,JM,46387.17638,32834.33986,1225584.36091,1891596.00458
2014,JO,118973.49845,509836.10596,5639841.71677,10284908.0406
2014,JP,5583057.85534,3834554.64689,255921762.261,305394813.43
2014,KE,338431.587,762112.319,2530983.045,6815935.571
2014,KG,5284.73,18515.666,963692.481,2631400.296
2014,KH,33893.317,112418.578,2498374.626,7462145.68
2014,KI,12.338,772.11,17834.931,64105.983
2014,KM,10254.842,5370.183,15096.094,50672.036
2014,KN,339.68,7984.267,37564.603,184451.34
2014,KP,11054.163,50280.673,777704.353,1875012.662
2014,KR,4283198.32388,4796952.13745,173392302.664,253026238.518
2014,KW,308732.73369,474757.97625,5407749.09697,18122387.8863
2014,KY,148.105,923.52,80719.652,884884.881
2014,KZ,93822.51969,327294.93726,7788097.82354,22209607.7261
2014,LA,14007.581,24285.374,1613265.637,3315303.666
2014,LB,51143.64402,341347.11073,2498077.11094,8251324.1591
2014,LC,766.14173,2134.12074,1432423.51947,180143.57924
2014,LK,740181.99053,3657321.3046,3742463.07331,7679486.32281
2014,LR,20489.187,84756.766,384737.175,4358711.455
